Y X GPSALT LONG LAT MAGIGRF IGRF
473781.48 8214882.38 579.47 -51.24523 -16.146097 227.985 23519.362
473781.78 8214874.7 579.98 -51.245227 -16.146167 228.892 23519.352
473781.79 8214867.33 580.48 -51.245227 -16.146234 229.777 23519.344
473782.1 8214859.95 580.99 -51.245224 -16.1463 230.643 23519.335
473782.11 8214852.58 581.49 -51.245224 -16.146367 231.489 23519.326
473782.41 8214845.21 582.0 -51.245221 -16.146433 232.325 23519.318
473782.42 8214837.52 582.5 -51.245221 -16.146503 233.141 23519.309
473782.73 8214830.15 582.93 -51.245219 -16.14657 233.938 23519.3
473783.03 8214822.78 583.37 -51.245216 -16.146636 234.697 23519.291
473783.34 8214815.4 583.8 -51.245213 -16.146703 235.414 23519.283
473783.35 8214808.03 584.24 -51.245213 -16.14677 236.081 23519.274
473783.65 8214800.65 584.67 -51.24521 -16.146836 236.71 23519.265
473783.66 8214793.28 585.1 -51.24521 -16.146903 237.291 23519.256
473783.97 8214785.9 585.54 -51.245207 -16.14697 237.843 23519.248
473784.27 8214778.22 585.97 -51.245205 -16.147039 238.36 23519.239
473784.58 8214770.85 586.41 -51.245202 -16.147106 238.835 23519.23
473784.59 8214763.47 586.84 -51.245202 -16.147172 239.26 23519.221
473784.9 8214756.1 587.27 -51.245199 -16.147239 239.648 23519.213
473785.2 8214748.73 587.69 -51.245196 -16.147306 239.99 23519.204
473785.21 8214741.35 588.12 -51.245196 -16.147372 240.272 23519.195
473785.52 8214733.98 588.55 -51.245194 -16.147439 240.516 23519.187
473785.82 8214726.6 588.98 -51.245191 -16.147506 240.715 23519.178
473785.83 8214719.23 589.4 -51.245191 -16.147572 240.87 23519.169
