GPSALT IGRF LAT LONG Line MAGIGRF X Y
567.82 23519.581 -16.149603 -51.216591 22760 797.964 8214498.05 476843.78
567.88 23519.553 -16.149811 -51.216597 22760 809.951 8214475.0 476843.21
567.94 23519.526 -16.15002 -51.216605 22760 820.986 8214451.96 476842.34
568.01 23519.498 -16.150228 -51.216613 22760 830.912 8214428.91 476841.48
568.11 23519.471 -16.150433 -51.216622 22760 839.815 8214406.17 476840.61
568.31 23519.444 -16.150642 -51.21663 22760 848.383 8214383.13 476839.74
568.5 23519.416 -16.15085 -51.216641 22760 857.473 8214360.08 476838.58
568.69 23519.389 -16.151058 -51.216649 22760 867.354 8214337.04 476837.71
569.68 23519.361 -16.151264 -51.216666 22760 877.457 8214314.3 476835.95
570.66 23519.334 -16.151472 -51.21668 22760 886.954 8214291.25 476834.49
571.65 23519.307 -16.151678 -51.216697 22760 895.089 8214268.51 476832.74
572.45 23519.279 -16.151883 -51.216713 22760 901.431 8214245.77 476830.98
573.15 23519.252 -16.152089 -51.21673 22760 905.957 8214223.03 476829.22
573.85 23519.225 -16.152295 -51.216747 22760 909.235 8214200.29 476827.46
574.45 23519.197 -16.1525 -51.216766 22760 912.237 8214177.55 476825.41
574.84 23519.17 -16.152706 -51.216783 22760 915.887 8214154.81 476823.65
575.23 23519.143 -16.152908 -51.216799 22760 920.603 8214132.38 476821.89
575.62 23519.116 -16.153114 -51.216816 22760 926.154 8214109.64 476820.13
575.65 23519.088 -16.15332 -51.216835 22760 932.147 8214086.9 476818.08
575.68 23519.061 -16.153525 -51.216855 22760 938.447 8214064.16 476816.02
575.71 23519.034 -16.153731 -51.216872 22760 945.054 8214041.42 476814.27
575.6 23519.007 -16.153933 -51.216888 22760 952.004 8214018.99 476812.51
575.42 23518.98 -16.154139 -51.216905 22760 959.287 8213996.25 476810.75
575.25 23518.952 -16.154345 -51.216924 22760 966.851 8213973.51 476808.7
575.12 23518.925 -16.154547 -51.216941 22760 974.558 8213951.07 476806.94
575.09 23518.898 -16.154756 -51.216955 22760 982.186 8213928.03 476805.48
575.05 23518.871 -16.154958 -51.216969 22760 989.555 8213905.59 476804.02
575.02 23518.844 -16.155164 -51.216985 22760 996.499 8213882.86 476802.26
574.96 23518.816 -16.15537 -51.216997 22760 1002.808 8213860.12 476801.09
574.91 23518.789 -16.155578 -51.217005 22760 1008.422 8213837.07 476800.23
574.85 23518.762 -16.155781 -51.217016 22760 1013.355 8213814.64 476799.06
574.6 23518.735 -16.155989 -51.217027 22760 1017.672 8213791.59 476797.9
574.26 23518.708 -16.156195 -51.217035 22760 1021.597 8213768.85 476797.03
573.93 23518.68 -16.156403 -51.217041 22760 1025.47 8213745.81 476796.46
573.5 23518.653 -16.156608 -51.217049 22760 1029.503 8213723.07 476795.6
572.88 23518.626 -16.156817 -51.217055 22760 1033.873 8213700.02 476795.03
572.27 23518.599 -16.157022 -51.21706 22760 1038.555 8213677.28 476794.46
571.66 23518.571 -16.157231 -51.217066 22760 1043.273 8213654.24 476793.89
570.92 23518.543 -16.157442 -51.217072 22760 1047.77 8213630.89 476793.32
570.18 23518.516 -16.15765 -51.217074 22760 1051.83 8213607.84 476793.05
569.45 23518.489 -16.157858 -51.21708 22760 1055.389 8213584.79 476792.48
568.87 23518.462 -16.158067 -51.21708 22760 1058.414 8213561.75 476792.5
568.39 23518.434 -16.158278 -51.217083 22760 1060.936 8213538.4 476792.23
567.9 23518.407 -16.158486 -51.217083 22760 1063.025 8213515.35 476792.25
567.68 23518.379 -16.158694 -51.217083 22760 1064.718 8213492.31 476792.28
568.01 23518.352 -16.158906 -51.21708 22760 1065.881 8213468.95 476792.6
568.34 23518.325 -16.159114 -51.217074 22760 1066.492 8213445.91 476793.22
568.67 23518.297 -16.159325 -51.217072 22760 1066.49 8213422.56 476793.54
569.91 23518.27 -16.159533 -51.217066 22760 1065.858 8213399.51 476794.16
571.14 23518.243 -16.159739 -51.21706 22760 1064.492 8213376.78 476794.77
572.38 23518.216 -16.159947 -51.217052 22760 1061.945 8213353.73 476795.69
574.02 23518.19 -16.160153 -51.217044 22760 1057.726 8213330.99 476796.6
575.85 23518.163 -16.160358 -51.217035 22760 1051.643 8213308.26 476797.52
577.69 23518.136 -16.160564 -51.217027 22760 1044.078 8213285.52 476798.43
579.67 23518.11 -16.160767 -51.217019 22760 1035.387 8213263.09 476799.35
581.92 23518.084 -16.160969 -51.21701 22760 1025.489 8213240.66 476800.26
584.18 23518.057 -16.161172 -51.217002 22760 1014.332 8213218.23 476801.18
586.43 23518.031 -16.161375 -51.216994 22760 1002.063 8213195.8 476802.09
588.88 23518.005 -16.161575 -51.216985 22760 988.723 8213173.68 476803.01
591.33 23517.979 -16.161775 -51.216977 22760 974.275 8213151.56 476803.92
593.77 23517.953 -16.161975 -51.216969 22760 958.632 8213129.44 476804.84
596.23 23517.927 -16.162172 -51.216963 22760 941.406 8213107.62 476805.45
598.69 23517.901 -16.162372 -51.216955 22760 922.297 8213085.5 476806.37
601.14 23517.876 -16.162569 -51.216949 22760 901.222 8213063.68 476806.98
603.54 23517.85 -16.162767 -51.216947 22760 878.193 8213041.87 476807.3
605.82 23517.824 -16.162964 -51.216941 22760 853.174 8213020.05 476807.92
608.1 23517.799 -16.163158 -51.216938 22760 826.007 8212998.54 476808.24
610.38 23517.773 -16.163356 -51.216935 22760 796.619 8212976.73 476808.56
612.17 23517.748 -16.16355 -51.216933 22760 765.564 8212955.22 476808.88
613.96 23517.723 -16.163744 -51.21693 22760 733.812 8212933.71 476809.2
615.74 23517.697 -16.163939 -51.216927 22760 702.49 8212912.2 476809.52
617.3 23517.672 -16.164133 -51.216924 22760 672.318 8212890.69 476809.84
618.75 23517.647 -16.164325 -51.216922 22760 643.548 8212869.49 476810.16
620.2 23517.622 -16.164519 -51.216922 22760 616.274 8212847.98 476810.18
621.52 23517.597 -16.164711 -51.216922 22760 590.722 8212826.78 476810.2
622.59 23517.571 -16.164906 -51.216919 22760 566.669 8212805.27 476810.52
623.67 23517.546 -16.165097 -51.216916 22760 543.579 8212784.07 476810.84
624.74 23517.521 -16.165292 -51.216916 22760 520.93 8212762.56 476810.87
625.23 23517.496 -16.165483 -51.216916 22760 498.167 8212741.36 476810.89
625.72 23517.471 -16.165675 -51.216916 22760 474.79 8212720.16 476810.91
