LINE,X,Y,GPSALT,RAD,MAGLEV,syn_dem,MAG_REGIONAL,mag_res,ellip_pipe_magmod,ellipsoid_magmod
     L22820,479771.442655,8211435.916666,572.250369,203.849736,23037.865477,368.400633,23690.103432,-735.276211,-492.952894,-555.649675
     L22820,479772.026266,8211415.916089,569.430853,202.208338,23051.245078,367.222515,23689.390012,-721.912727,-480.784056,-540.553611
     L22820,479772.222779,8211395.915864,566.644277,201.103716,23064.646295,365.540561,23688.684704,-708.527991,-468.883234,-525.738434
     L22820,479772.785739,8211375.915175,563.847609,199.939190,23078.285863,363.908419,23687.969173,-694.902020,-457.008228,-510.837093
     L22820,479773.079577,8211355.914766,561.059160,198.829287,23092.179263,362.229873,23687.258748,-681.021935,-445.370347,-496.181308
     L22820,479773.598785,8211335.913987,558.340868,197.225584,23105.999744,361.115283,23686.541645,-667.212607,-433.824757,-481.549570
     L22820,479774.015493,8211315.913296,555.610276,195.526124,23120.110873,360.084151,23685.825627,-653.111667,-422.475762,-467.111447
     L22820,479774.648208,8211295.912153,552.898088,193.917162,23134.248626,358.980926,23685.103327,-638.982152,-411.242266,-452.743283
     L22820,479774.945900,8211275.911546,550.191224,192.109452,23148.753696,358.081773,23684.387379,-624.484958,-400.271882,-438.684845
     L22820,479775.261541,8211255.910871,547.658377,189.924190,23162.878237,357.734187,23683.669628,-610.366852,-389.481071,-424.807633
     L22820,479775.576662,8211235.910160,545.121388,187.808102,23177.114013,357.313286,23682.950495,-596.136119,-378.872697,-411.122756
     L22820,479776.175793,8211215.908754,542.579234,185.616132,23191.405839,356.963102,23682.223768,-581.847443,-368.388822,-397.541071
     L22820,479776.359505,8211195.908249,540.065184,183.507035,23205.668957,356.558150,23681.504759,-567.586858,-358.182989,-384.315292
     L22820,479776.522803,8211175.907790,537.605023,181.352342,23219.718653,356.252681,23680.784721,-553.538258,-348.170915,-371.314029
     L22820,479776.838183,8211155.906920,535.131329,179.258518,23233.846428,355.872811,23680.060009,-539.409959,-338.317565,-358.484728
     L22820,479776.969271,8211135.906502,532.656003,177.085099,23247.927476,355.570903,23679.337732,-525.327121,-328.686400,-345.934998
     L22820,479777.172455,8211115.905883,530.239144,175.426595,23261.720683,354.812549,23678.612486,-511.530604,-319.236819,-333.602562
     L22820,479777.487388,8211095.904923,527.827261,173.832465,23275.387969,353.994796,23677.883525,-497.858539,-309.960406,-321.477480
     L22820,479777.802767,8211075.903919,525.417883,172.263797,23288.862057,353.154086,23677.153162,-484.378279,-300.875627,-309.593778
     L22820,479777.821214,8211055.903774,523.009206,170.724666,23302.069228,352.284540,23676.427256,-471.163429,-292.022281,-298.020644
     L22820,479777.943032,8211035.903311,520.832459,168.690632,23314.788198,352.141826,23675.697788,-458.435296,-283.367513,-286.708118
     L22820,479778.155039,8211015.902561,518.662410,166.610379,23327.148472,352.052032,23674.965096,-446.064447,-274.890433,-275.624747
     L22820,479778.173487,8210995.902403,516.497999,164.545888,23339.079558,351.952111,23674.234612,-434.121106,-266.623956,-264.827842
     L22820,479778.191934,8210975.902243,514.342429,162.439852,23350.473127,351.902577,23673.502575,-422.713727,-258.542107,-254.277512
     L22820,479778.023036,8210955.902676,512.428682,157.545994,23361.011706,354.882687,23672.772420,-412.159456,-250.692361,-244.055888
     L22820,479777.931900,8210935.902867,510.479840,156.621871,23371.079588,353.857969,23672.039205,-402.074384,-243.009749,-234.057299
     L22820,479777.950348,8210915.902708,508.552170,155.706291,23380.263434,352.845879,23671.302428,-392.871989,-235.498129,-224.290915
     L22820,479777.671868,8210895.903485,506.618336,154.640217,23388.871286,351.978119,23670.569296,-384.243265,-228.187435,-214.807661
     L22820,479777.404954,8210875.904211,504.954916,151.740314,23396.574538,353.214602,23669.834246,-376.517457,-221.084994,-205.623859
     L22820,479777.070922,8210855.905120,503.288091,148.838930,23403.470964,354.449162,23669.098622,-369.596553,-214.157327,-196.684420
     L22820,479776.836430,8210835.905720,501.626427,145.952660,23409.590241,355.673767,23668.359591,-363.451391,-207.390864,-187.969262
     L22820,479776.513374,8210815.906554,499.992925,143.122351,23415.022804,356.870574,23667.620316,-357.990921,-200.799685,-179.502973
     L22820,479776.000031,8210795.907877,498.541056,140.913490,23420.027967,357.627566,23666.882358,-352.955346,-194.408401,-171.328291
     L22820,479775.382355,8210775.909390,497.113851,138.738365,23424.552248,358.375486,23666.144194,-348.398358,-188.184800,-163.392601
     L22820,479775.152974,8210755.909881,495.691876,136.555658,23428.840767,359.136218,23665.398099,-344.076995,-182.097390,-155.647456
     L22820,479774.539100,8210735.911234,494.267565,134.376613,23432.865035,359.890952,23664.656163,-340.016329,-176.182727,-148.150793
     L22820,479774.122539,8210715.912069,493.174450,132.042941,23436.684891,361.131509,23663.909372,-336.159182,-170.458626,-140.938181
     L22820,479773.409209,8210695.913414,492.089897,129.711110,23440.250890,362.378787,23663.165125,-332.552486,-164.895966,-133.957649
     L22820,479772.999708,8210675.914100,491.001860,127.398946,23443.515440,363.602914,23662.414553,-329.247009,-159.465444,-127.165439
     L22820,479772.573601,8210655.914765,489.904732,125.061404,23446.534178,364.843328,23661.662421,-326.185453,-154.176778,-120.576594
     L22820,479771.665123,8210635.915994,489.130500,123.766079,23449.489299,365.364422,23660.915118,-323.182685,-149.090700,-114.290317
     L22820,479770.911032,8210615.916803,488.374886,122.502911,23452.604264,365.871976,23660.163652,-320.019008,-144.137181,-108.194597
     L22820,479770.196881,8210595.917393,487.614492,121.247736,23456.039045,366.366756,23659.409664,-316.533800,-139.313932,-102.285488
     L22820,479769.546635,8210575.917760,486.840205,119.987637,23460.050591,366.852568,23658.652882,-312.470319,-134.616504,-96.556558
     L22820,479768.771047,8210555.918022,486.159514,118.669388,23464.571560,367.490126,23657.895740,-307.894552,-130.062297,-91.035889
     L22820,479768.062091,8210535.918059,485.469483,117.323258,23469.755446,368.146225,23657.135771,-302.654382,-125.628825,-85.688215
     L22820,479767.352786,8210515.917899,484.778845,115.987018,23475.607271,368.791827,23656.373836,-296.744307,-121.316058,-80.513481
     L22820,479766.629687,8210495.917544,484.103846,114.661118,23481.969793,369.442728,23655.610092,-290.321457,-117.123799,-75.511769
     L22820,479766.257464,8210475.917276,483.717841,113.764693,23488.933270,369.953149,23654.840386,-283.298698,-113.085204,-70.742438
     L22820,479765.547093,8210455.916611,483.435777,113.017663,23496.673948,370.418114,23654.072648,-275.493964,-109.178365,-66.162099
     L22820,479765.146679,8210435.916143,483.152422,112.279827,23504.904222,370.872595,23653.299602,-267.200513,-105.377987,-61.735967
     L22820,479764.449336,8210415.915166,482.877196,111.542823,23513.774255,371.334373,23652.527877,-258.262708,-101.688174,-57.464672
     L22820,479764.048917,8210395.914503,482.587906,110.766994,23523.312789,371.820912,23651.751167,-248.657339,-98.098652,-53.338119
     L22820,479763.629283,8210375.913725,482.288612,109.961636,23533.513218,372.326976,23650.972857,-238.388096,-94.609853,-49.353907
     L22820,479762.999457,8210355.912434,481.999315,109.153525,23544.357900,372.845790,23650.194765,-227.470635,-91.222424,-45.511147
     L22820,479762.550716,8210335.911368,481.700018,108.343263,23555.777784,373.356755,23649.413063,-215.977973,-87.929687,-41.803658
     L22820,479762.165110,8210315.910384,481.432850,107.566615,23567.588561,373.866235,23648.628976,-204.093293,-84.735709,-38.236991
     L22820,479761.714722,8210295.909135,481.206648,106.833532,23579.447128,374.373116,23647.843671,-192.158319,-81.639226,-34.807713
     L22820,479761.616345,8210275.908794,480.970111,106.100696,23590.885424,374.869415,23647.053581,-180.645832,-78.631241,-31.506404
     L22820,479761.258016,8210255.907683,480.741483,105.364687,23601.480568,375.376796,23646.263991,-169.971831,-75.711194,-28.324886
     L22820,479760.845503,8210235.906333,480.551178,104.741917,23610.928720,375.809261,23645.473062,-160.442409,-72.880841,-25.268588
     L22820,479760.484082,8210215.905054,480.464745,104.370291,23619.073172,376.094454,23644.679950,-152.215521,-70.146805,-22.349510
     L22820,479760.208747,8210195.904000,480.368311,104.008668,23625.938148,376.359644,23643.884443,-145.267428,-67.491794,-19.540328
     L22820,479759.933212,8210175.902893,480.281814,103.637109,23631.642241,376.644705,23643.087219,-139.478498,-64.915949,-16.840262
     L22820,479759.648746,8210155.901700,480.196981,103.315988,23636.405288,376.880993,23642.288337,-134.628780,-62.415979,-14.244005
     L22820,479759.384540,8210135.900530,480.217747,103.246759,23640.517539,376.970988,23641.487601,-130.428409,-60.003237,-11.770078
     L22820,479759.046702,8210115.899003,480.231856,103.173527,23644.203544,377.058329,23640.685605,-126.651565,-57.660431,-9.389680
     L22820,479758.813417,8210095.897850,480.255964,103.092107,23647.637428,377.163857,23639.881243,-123.126553,-55.389015,-7.107497
     L22820,479758.534976,8210075.896449,480.270000,103.019672,23650.925608,377.250328,23639.075439,-119.744907,-53.183417,-4.912803
     L22820,479758.102970,8210055.894270,480.273784,102.802361,23654.105243,377.471423,23638.268722,-116.467854,-51.040740,-2.799671
     L22820,479757.978096,8210035.893463,480.280000,102.576167,23657.113264,377.703833,23637.458668,-113.365166,-48.964863,-0.780295
     L22820,479757.635998,8210015.891555,480.281451,102.358405,23659.837097,377.923046,23636.648001,-110.541752,-46.948374,1.163814
     L22820,479757.421219,8209995.890217,480.290000,102.141428,23662.180644,378.148572,23635.835016,-108.098829,-44.994193,3.023519
     L22820,479757.142781,8209975.888493,480.457626,102.172962,23664.205875,378.284664,23635.020608,-105.971541,-43.116438,4.779370
     L22820,479757.161259,8209955.888307,480.640759,102.245285,23665.963431,378.395475,23634.203341,-104.114948,-41.300054,6.450221
     L22820,479757.179737,8209935.888118,480.833619,102.317607,23667.698274,378.516012,23633.384520,-102.279513,-39.539699,8.048296
     L22820,479756.868420,8209915.886108,481.016662,102.389954,23669.639586,378.626708,23632.565230,-100.230616,-37.827911,9.589436
     L22820,479757.216694,8209895.887728,481.087753,102.356741,23672.036949,378.731012,23631.742220,-97.734998,-36.162819,11.063476
     L22820,479757.235172,8209875.887527,481.110954,102.284314,23674.999753,378.826640,23630.918741,-94.666944,-34.539458,12.490921
     L22820,479757.550564,8209855.888954,481.126001,102.211997,23678.603653,378.914005,23630.092976,-90.961385,-32.967948,13.847984
     L22820,479757.569043,8209835.888758,481.150498,102.138255,23682.942907,379.012243,23629.266472,-86.513856,-31.441956,15.152109
     L22820,479757.870597,8209815.890104,481.135648,102.241265,23687.836780,378.894383,23628.437871,-81.515214,-29.961655,16.395447
     L22820,479758.457826,8209795.892901,481.102225,102.458205,23693.153869,378.644020,23627.607392,-76.097133,-28.528135,17.576338
     L22820,479758.885229,8209775.894800,481.056015,102.686194,23698.706444,378.369821,23626.775888,-70.439382,-27.135485,18.709521
     L22820,479759.349782,8209755.896819,481.023896,102.905436,23704.419734,378.118460,23625.943008,-64.620275,-25.787526,19.786657
     L22820,479760.052225,8209735.899834,480.977250,103.816252,23710.136318,377.160998,23625.108597,-58.801063,-24.482520,20.807824
     L22820,479760.522592,8209715.901672,480.928688,105.518298,23715.988739,375.410390,23624.273144,-52.840376,-23.214893,21.787422
     L22820,479761.260011,8209695.904498,480.870090,107.226887,23721.875605,373.643203,23623.436272,-46.849126,-21.988709,22.712981
     L22820,479761.994190,8209675.907067,480.821879,108.914234,23727.728536,371.907645,23622.598222,-40.890578,-20.801553,23.591595
     L22820,479762.722152,8209655.909361,480.764036,109.805520,23733.575659,370.958516,23621.758991,-34.936542,-19.650330,24.427905
     L22820,479763.473570,8209635.911480,480.704233,109.136096,23739.088223,371.568137,23620.918584,-29.316365,-18.535069,25.221491
     L22820,479764.218770,8209615.913312,480.646251,108.468634,23744.304683,372.177617,23620.077001,-23.991001,-17.454709,25.974294
     L22820,479764.963980,8209595.914857,480.585690,107.795313,23748.976143,372.790377,23619.234241,-19.209472,-16.407893,26.688230
     L22830,480287.162158,8216562.694696,477.568459,106.769558,23812.516032,370.798901,23766.059270,137.126345,70.926448,42.231103
     L22830,480287.477092,8216542.689977,477.692881,107.191441,23813.945015,370.501440,23765.869352,138.020930,71.534469,42.550659
     L22830,480287.742832,8216522.685967,477.814779,107.602780,23815.418834,370.211998,23765.683206,138.957587,72.148854,42.873435
     L22830,480287.812899,8216502.684119,477.943928,108.032624,23816.886842,369.911304,23765.516127,139.873355,72.777959,43.205214
     L22830,480288.220513,8216482.678903,477.972682,108.200000,23818.286711,369.772682,23765.312278,140.750886,73.390997,43.523928
     L22830,480288.641521,8216462.673782,477.936025,108.200000,23819.609114,369.736025,23765.105693,141.553423,74.005991,43.842164
     L22830,480289.040508,8216442.669092,477.910666,108.200000,23820.810802,369.710666,23764.900062,142.234747,74.625546,44.162468
     L22830,480289.375168,8216422.665185,477.876133,108.200000,23821.877604,369.676133,23764.699750,142.777180,75.251995,44.486207
     L22830,480289.839322,8216402.660335,477.818137,108.212285,23822.843609,369.605852,23764.484675,143.230956,75.873511,44.805178
     L22830,480290.268388,8216382.655988,477.640984,108.285184,23823.764505,369.355799,23764.271906,143.638037,76.498975,45.124328
     L22830,480290.943842,8216362.649916,477.480343,108.363972,23824.676910,369.116371,23764.032478,144.058302,77.111807,45.433878
     L22830,480291.527415,8216342.644917,477.311007,108.432560,23825.583610,368.878447,23763.801272,144.466513,77.732550,45.747493
     L22830,480292.046722,8216322.640678,477.164130,108.506080,23826.503021,368.658051,23763.575393,144.883420,78.359833,46.064602
     L22830,480292.740849,8216302.635528,476.610556,108.450065,23827.436196,368.160490,23763.330398,145.329680,78.974218,46.366848
     L22830,480293.141473,8216282.632570,476.036417,108.379439,23828.364560,367.656978,23763.114077,145.748400,79.609801,46.681825
     L22830,480293.844019,8216262.627985,475.452924,108.302330,23829.227302,367.150594,23762.865774,146.127387,80.226750,46.982665
     L22830,480294.538225,8216242.623800,474.873610,108.233871,23830.016184,366.639739,23762.617131,146.433036,80.845586,47.283439
     L22830,480295.234627,8216222.619957,474.210221,108.026737,23830.757611,366.183485,23762.367077,146.692608,81.464647,47.581869
     L22830,480295.823122,8216202.616948,473.463404,107.672375,23831.446466,365.791030,23762.126700,146.892118,82.091666,47.883127
     L22830,480296.567753,8216182.613529,472.727953,107.333659,23832.039828,365.394294,23761.869400,147.009924,82.708332,48.176051
     L22830,480297.031496,8216162.611507,471.962270,106.976596,23832.496645,364.985674,23761.639069,146.969879,83.346050,48.481285
     L22830,480297.718060,8216142.608865,471.244960,106.686698,23832.726636,364.558262,23761.385171,146.722099,83.961110,48.775182
     L22830,480298.411007,8216122.606501,470.622533,107.224865,23832.683409,363.397668,23761.129445,146.202813,84.590845,49.069266
     L22830,480299.105868,8216102.604407,469.998654,107.712003,23832.337586,362.286651,23760.872338,145.382282,85.213190,49.361694
     L22830,480299.801684,8216082.602599,469.381075,108.192514,23831.716478,361.188561,23760.613949,144.287740,85.835142,49.652508
     L22830,480300.167889,8216062.601732,468.747582,108.691078,23830.963182,360.056503,23760.386946,143.036245,86.483014,49.959096
     L22830,480300.976126,8216042.600145,468.264165,109.005496,23830.347671,359.258669,23760.115013,141.958604,87.095853,50.242947
     L22830,480301.577766,8216022.599196,467.808514,109.288939,23830.143698,358.519576,23759.862260,141.277474,87.724778,50.536697
     L22830,480302.263207,8216002.598334,467.358946,109.558510,23830.590806,357.800436,23759.600054,141.255206,88.345448,50.823640
     L22830,480302.957322,8215982.597707,466.903590,109.841846,23831.740501,357.061744,23759.335806,141.937402,88.963604,51.107458
     L22830,480303.641876,8215962.597319,466.465803,110.245910,23833.533220,356.219892,23759.071302,143.263078,89.580714,51.389524
     L22830,480304.326421,8215942.597155,466.074368,111.013101,23835.835424,355.061267,23758.805605,145.099440,90.195906,51.669760
     L22830,480305.021199,8215922.597212,465.673958,111.778079,23838.495697,353.895879,23758.537721,147.295861,90.807401,51.946067
     L22830,480305.705727,8215902.597484,465.269945,112.531079,23841.263007,352.738866,23758.269640,149.599730,91.416742,52.219575
     L22830,480306.330055,8215882.597916,464.874221,113.288928,23844.042122,351.585293,23758.006171,151.911999,92.028415,52.493512
     L22830,480306.777766,8215862.598312,464.520325,113.921727,23846.693709,350.598599,23757.758462,154.084509,92.653767,52.776115
     L22830,480307.165283,8215842.598723,464.173271,114.538113,23849.145885,349.635158,23757.515206,156.054357,93.281606,53.059270
     L22830,480307.849786,8215822.599619,463.833270,115.147447,23851.399657,348.685823,23757.242195,157.849641,93.876523,53.319247
     L22830,480308.237296,8215802.600192,463.483520,115.766439,23853.441961,347.717081,23756.996315,159.412249,94.496173,53.594419
     L22830,480308.638640,8215782.600848,463.034945,115.767043,23855.261324,347.267902,23756.747767,160.754309,95.108996,53.861876
     L22830,480309.299050,8215762.602079,462.426474,114.892991,23856.848452,347.533483,23756.473304,161.884893,95.688410,54.102493
     L22830,480309.983531,8215742.603532,461.811220,114.003659,23858.241804,347.807561,23756.195359,162.824711,96.258869,54.335611
     L22830,480310.473980,8215722.604656,461.195264,113.115533,23859.345614,348.079731,23755.934518,163.461748,96.843210,54.576660
     L22830,480311.046283,8215702.606095,460.589150,112.285981,23860.101739,348.303170,23755.664683,163.758469,97.411941,54.806110
     L22830,480311.420882,8215682.607059,459.807374,110.601124,23860.499240,349.206250,23755.412133,163.683215,97.993288,55.038918
     L22830,480311.809998,8215662.608115,459.023935,108.911402,23860.538418,350.112533,23755.156867,163.252067,98.565529,55.264132
     L22830,480312.192779,8215642.609194,458.239308,107.217456,23860.265330,351.021852,23754.900840,162.509542,99.130413,55.482942
     L22830,480312.579790,8215622.610328,457.456624,105.533822,23859.762212,351.922802,23754.643065,161.538653,99.686186,55.694256
     L22830,480312.967486,8215602.611505,456.671460,104.550000,23859.153218,352.121460,23754.383874,160.463292,100.232592,55.897783
     L22830,480313.004735,8215582.611517,455.910225,104.550000,23858.562414,351.360225,23754.155721,159.382043,100.811539,56.122253
     L22830,480313.302999,8215562.612420,455.148663,104.550000,23858.121603,350.598663,23753.901973,158.471199,101.349371,56.317816
     L22830,480313.617901,8215542.613403,454.387673,104.550000,23858.002843,349.837673,23753.645295,157.885005,101.874270,56.503367
     L22830,480313.635813,8215522.613341,453.619425,104.550000,23858.288239,349.069425,23753.414434,157.683049,102.425017,56.704669
     L22830,480313.653725,8215502.613279,453.021589,103.953758,23858.946125,349.067831,23753.182019,157.855136,102.966415,56.902664
     L22830,480313.671638,8215482.613219,452.456577,103.291131,23859.763713,349.165446,23752.948052,158.188477,103.496324,57.092644
     L22830,480313.689551,8215462.613159,451.874655,102.620793,23860.519316,349.253862,23752.712531,158.461388,104.013469,57.272522
     L22830,480313.707463,8215442.613101,451.302876,101.955474,23861.059537,349.347402,23752.475457,158.520470,104.517351,57.442686
     L22830,480313.725376,8215422.613043,450.817509,101.093465,23861.363164,349.724044,23752.236829,158.344510,105.007983,57.605252
     L22830,480313.743290,8215402.612987,450.523056,99.816775,23861.548194,350.706281,23751.996649,158.051507,105.485686,57.763471
     L22830,480313.464215,8215382.611936,450.229981,98.567267,23861.804721,351.662714,23751.781551,157.810818,105.989634,57.938560
     L22830,480313.482129,8215362.611887,449.935558,97.305802,23862.324266,352.629755,23751.538183,157.855518,106.435415,58.073970
     L22830,480313.375343,8215342.611438,449.624395,95.960507,23863.273711,353.663888,23751.304377,158.323033,106.881575,58.208482
     L22830,480313.220970,8215322.610843,449.543839,95.806966,23864.621866,353.736874,23751.073177,159.187598,107.319348,58.343568
     L22830,480312.976934,8215302.609997,449.512142,95.937148,23866.231950,353.574994,23750.848271,160.309581,107.752438,58.476644
     L22830,480312.959813,8215282.609852,449.490445,96.077330,23867.845479,353.413115,23750.601630,161.452235,108.131467,58.573523
     L22830,480312.977728,8215262.609816,449.458748,96.207510,23869.267212,353.251238,23750.350332,162.407053,108.483417,58.651719
     L22830,480312.698657,8215242.608914,449.461963,96.397920,23870.401479,353.064043,23750.123543,163.055800,108.860009,58.747414
     L22830,480312.576155,8215222.608490,449.822646,97.376369,23871.325460,352.446277,23749.881340,163.506562,109.193218,58.825462
     L22830,480312.437504,8215202.608024,450.159620,98.307080,23872.176208,351.852540,23749.638915,163.884637,109.504491,58.888382
     L22830,480312.196386,8215182.607305,450.495142,99.231336,23873.045395,351.263806,23749.403757,164.275920,109.807325,58.946020
     L22830,480311.879367,8215162.606422,450.831078,100.152980,23873.943340,350.678098,23749.173478,164.692595,110.096819,58.995217
     L22830,480311.872731,8215142.606344,451.211856,100.978317,23874.795914,350.233539,23748.914656,165.086267,110.306801,58.992963
     L22830,480311.618217,8215122.605662,451.615826,101.704286,23875.464186,349.911539,23748.675606,165.280797,110.530183,59.001242
     L22830,480311.480455,8215102.605285,452.018067,102.435489,23875.734467,349.582578,23748.424833,165.086736,110.703005,58.976130
     L22830,480311.357070,8215082.604944,452.430307,103.163581,23875.394996,349.266726,23748.171193,164.285507,110.841405,58.928975
     L22830,480311.094809,8215062.604313,452.829245,103.849469,23874.410627,348.979776,23747.927760,162.831935,110.971332,58.876550
     L22830,480311.095924,8215042.604268,453.305544,105.418395,23872.963851,347.887149,23747.660239,160.934802,111.019539,58.772683
     L22830,480311.084405,8215022.604198,453.782870,107.003244,23871.343269,346.779626,23747.392226,158.864608,111.032961,58.646400
     L22830,480310.834780,8215002.603631,454.270205,108.596133,23869.758003,345.674072,23747.142746,156.815937,111.052964,58.526194
     L22830,480310.555717,8214982.603035,454.747538,110.180013,23868.277245,344.567525,23746.894041,154.871586,111.039483,58.384207
     L22830,480310.573638,8214962.603032,455.262140,111.428472,23866.868855,343.833668,23746.618712,153.020313,110.928114,58.178504
     L22830,480310.307607,8214942.602495,455.884202,111.863048,23865.463233,344.021154,23746.365565,151.155281,110.830609,57.988064
     L22830,480310.312497,8214922.602469,456.502364,112.329090,23864.004287,344.173274,23746.088137,149.255811,110.634763,57.732107
     L22830,480310.033437,8214902.601941,457.121283,112.795207,23862.459303,344.326076,23745.832728,147.253940,110.449350,57.485072
     L22830,480310.051359,8214882.601942,457.737758,113.276418,23860.856368,344.461340,23745.551022,145.214499,110.155165,57.165399
     L22830,480309.777236,8214862.601454,458.493727,112.958161,23859.222527,345.535566,23745.291853,143.127434,109.873038,56.861841
     L22830,480309.493241,8214842.600980,459.268553,112.367764,23857.716116,346.900789,23745.031781,141.168900,109.541965,56.527744
     L22830,480309.511164,8214822.600984,460.073003,111.760959,23856.289657,348.312044,23744.745253,139.310758,109.093430,56.116491
     L22830,480309.232107,8214802.600548,460.854277,111.164049,23854.987437,349.690228,23744.481421,137.560078,108.651995,55.711436
     L22830,480308.953050,8214782.600141,461.655748,110.616207,23853.713182,351.039541,23744.215871,135.839081,108.153497,55.270410
     L22830,480308.867530,8214762.600013,462.519599,110.420937,23852.387911,352.098662,23743.932910,134.080622,107.553515,54.764637
     L22830,480308.505259,8214742.599543,463.381486,110.225666,23850.870777,353.155820,23743.670704,132.115063,106.953112,54.261135
     L22830,480308.168955,8214722.599146,464.249354,110.020395,23849.045287,354.228959,23743.404642,129.844487,106.283456,53.712688
     L22830,480307.839156,8214702.598793,465.107098,109.825125,23846.898444,355.281972,23743.136310,127.254702,105.546227,53.119661
     L22830,480307.854756,8214682.598799,466.070033,109.833144,23844.451474,356.236889,23742.838607,124.387270,104.662249,52.432284
     L22830,480307.872683,8214662.598807,467.100713,110.028414,23841.843507,357.072299,23742.539164,121.360534,103.706825,51.701151
     L22830,480307.733791,8214642.598667,468.149935,110.232533,23839.043063,357.917402,23742.250624,118.133546,102.714583,50.948140
     L22830,480307.611557,8214622.598544,469.180486,110.431953,23836.171810,358.748533,23741.959126,114.838377,101.641660,50.140721
     L22830,480307.629485,8214602.598552,470.216868,110.628090,23833.139535,359.588778,23741.654942,111.392075,100.455879,49.257312
     L22830,480307.647412,8214582.598560,471.589279,111.021445,23829.913359,360.567834,23741.349205,107.753423,99.196238,48.341796
     L22830,480307.665340,8214562.598568,473.002115,111.421082,23826.244208,361.581033,23741.041914,103.673352,97.853642,47.373056
     L22830,480307.683267,8214542.598576,474.398889,111.824063,23822.126745,362.574827,23740.733071,99.146521,96.424199,46.345312
     L22830,480307.998172,8214522.598862,475.802618,112.227144,23817.476705,363.575474,23740.399575,94.105841,94.830838,45.204703
     L22830,480308.016100,8214502.598870,477.345752,112.971573,23812.600415,364.374179,23740.087707,88.823207,93.224302,44.065010
     L22830,480308.353719,8214482.599206,479.102891,114.255596,23807.731892,364.847295,23739.749593,83.568210,91.448057,42.818532
     L22830,480308.976093,8214462.599905,480.859118,115.520103,23803.152107,365.339015,23739.388182,78.619570,89.500937,41.452531
     L22830,480309.257893,8214442.600247,482.628861,116.809174,23798.887961,365.819687,23739.051669,73.968465,87.542290,40.081659
     L22830,480309.559369,8214422.600635,484.377541,118.092508,23795.034953,366.285033,23738.712242,69.731019,85.475870,38.634807
     L22830,480310.453129,8214402.601944,486.356385,119.315438,23791.414794,367.040947,23738.326302,65.761133,83.156752,37.019985
     L22830,480311.120726,8214382.603046,488.398250,120.549179,23787.996399,367.849071,23737.956447,61.981439,80.791829,35.377242
     L22830,480311.816021,8214362.604316,490.399278,121.755058,23784.904897,368.644220,23737.583293,58.531387,78.308525,33.648036
     L22830,480312.500474,8214342.605670,492.436043,122.989474,23781.984009,369.446569,23737.209768,55.252542,75.717577,31.843744
     L22830,480313.184923,8214322.607135,494.499912,124.325372,23779.249192,370.174540,23736.835049,52.160965,73.013701,29.959493
     L22830,480314.188184,8214302.609511,496.619564,125.830965,23776.608040,370.788599,23736.435271,49.181774,70.110466,27.932538
     L22830,480315.147716,8214282.612000,498.729198,127.334641,23773.947074,371.394557,23736.037728,46.181413,67.100124,25.826250
     L22830,480316.129100,8214262.614775,500.845196,128.838298,23771.223741,372.006899,23735.637510,43.120932,63.963833,23.626912
     L22830,480317.056919,8214242.617590,502.958402,130.341964,23768.343520,372.616438,23735.240221,39.901707,60.719596,21.346654
     L22830,480318.134893,8214222.621118,505.112097,131.742477,23765.155730,373.369620,23734.830781,36.384088,57.312937,18.946385
     L22830,480319.508190,8214202.626054,507.262187,133.131526,23761.653959,374.130661,23734.398627,32.569352,53.701135,16.390490
     L22830,480320.858932,8214182.631307,509.376099,134.500377,23757.919842,374.875722,23733.967287,28.521916,49.966547,13.737744
     L22830,480321.940087,8214162.635770,511.533161,135.890300,23753.756633,375.642861,23733.554794,24.031902,46.178242,11.043736
     L22830,480323.342898,8214142.642007,513.633574,136.877250,23749.288816,376.756324,23733.117897,19.255319,42.170941,8.177321
     L22830,480324.982484,8214122.649879,515.682925,137.507792,23744.539081,378.175133,23732.662997,14.210148,37.967021,5.154071
     L22830,480326.361941,8214102.656929,517.747103,138.131705,23739.451522,379.615398,23732.226201,8.814219,33.701544,2.079269
     L22830,480327.757238,8214082.664449,519.821918,138.768194,23734.000992,381.053724,23731.787429,3.056994,29.300112,-1.105006
     L22830,480329.238619,8214062.672924,521.848240,139.022644,23728.197670,382.825595,23731.341649,-3.047701,24.739725,-4.420695
     L22830,480330.829567,8214042.682550,523.693496,137.136267,23721.823632,386.557229,23730.887245,-9.716635,20.003878,-7.888566
     L22830,480332.503289,8214022.693284,525.523102,135.326908,23715.008300,390.196194,23730.426211,-16.821848,15.111323,-11.487148
     L22830,480334.198169,8214002.704758,527.371914,133.488856,23707.548802,393.883058,23729.962985,-24.569432,10.080969,-15.201410
     L22830,480335.809731,8213982.716150,529.246559,131.642341,23699.616047,397.604218,23729.504981,-32.793833,4.939956,-19.011113
     L22830,480337.290976,8213962.727050,530.724124,132.268237,23691.306828,398.455887,23729.055453,-41.400586,-0.338582,-22.958491
     L22830,480338.998286,8213942.740234,532.162408,133.334785,23682.758056,398.827623,23728.589248,-50.234651,-5.812456,-27.073184
     L22830,480340.680451,8213922.753779,533.594964,134.395619,23674.052936,399.199346,23728.124132,-59.225639,-11.415922,-31.303298
     L22830,480342.098714,8213902.765487,535.057200,135.470688,23665.160257,399.586512,23727.676755,-68.416716,-17.089133,-35.600853
