GPSALT IGRF LAT LONG Line MAGIGRF X Y
1293.82 22767.489 -27.828794 -49.113336 12221 -170.05 6920334.0 685813.0
1295.43 22767.499 -27.829903 -49.113347 12221 -168.982 6920211.0 685810.0
1297.77 22767.51 -27.831003 -49.113333 12221 -167.703 6920090.0 685810.0
1300.45 22767.522 -27.832092 -49.113294 12221 -166.223 6919969.0 685811.0
1302.95 22767.536 -27.833169 -49.113231 12221 -165.518 6919849.0 685816.0
1304.14 22767.55 -27.834239 -49.113161 12221 -165.548 6919731.0 685821.0
1305.41 22767.563 -27.8353 -49.113097 12221 -165.019 6919613.0 685825.0
1305.98 22767.576 -27.836356 -49.113042 12221 -163.42 6919496.0 685829.0
1306.43 22767.589 -27.837406 -49.112986 12221 -161.95 6919379.0 685833.0
1304.99 22767.601 -27.838456 -49.112936 12221 -160.604 6919263.0 685836.0
1300.88 22767.613 -27.839511 -49.112908 12221 -160.479 6919146.0 685837.0
1294.87 22767.624 -27.840569 -49.112892 12221 -158.144 6919029.0 685837.0
1288.67 22767.634 -27.841633 -49.112881 12221 -155.693 6918911.0 685836.0
1281.43 22767.645 -27.842703 -49.112878 12221 -153.506 6918792.0 685834.0
1274.62 22767.655 -27.843778 -49.112881 12221 -151.229 6918673.0 685832.0
1268.23 22767.665 -27.844861 -49.112894 12221 -149.842 6918553.0 685829.0
1262.0 22767.674 -27.845947 -49.112903 12221 -148.66 6918433.0 685826.0
1256.34 22767.686 -27.847036 -49.112889 12221 -145.735 6918312.0 685826.0
1251.12 22767.698 -27.848131 -49.11285 12221 -143.021 6918191.0 685828.0
1244.89 22767.711 -27.849225 -49.112808 12221 -140.775 6918070.0 685830.0
1302.61 22767.977 -27.849706 -49.107867 12231 -141.676 6918009.0 686316.0
1316.7 22767.967 -27.848653 -49.107858 12231 -144.509 6918125.0 686319.0
