,LINE,EAST,NRTH,res_TMI,fit_TMI
129,2,4.0,-37.98,-12.03,3.094481241233494
130,2,4.0,-37.58,-11.93,2.953704854635986
131,2,4.0,-37.18,-11.31,2.8148397575814736
132,2,4.0,-36.78,-10.74,2.678415237711537
133,2,4.0,-36.38,-10.53,2.544866379156061
134,2,4.0,-35.98,-10.87,2.4145452936269614
135,2,4.0,-35.58,-11.58,2.2877313067151
136,2,4.0,-35.18,-12.23,2.164640157808477
137,2,4.0,-34.78,-12.81,2.045432276919843
138,2,4.0,-34.38,-13.4,1.9302202038529286
139,2,4.0,-33.98,-14.11,1.8190752157030199
140,2,4.0,-33.58,-14.81,1.7120332277985044
141,2,4.0,-33.18,-15.26,1.6091000309845824
142,2,4.0,-32.78,-15.3,1.5102559256417958
143,2,4.0,-32.38,-14.84,1.4154598094392772
144,2,4.0,-31.98,-14.66,1.324652772217063
145,2,4.0,-31.58,-15.07,1.2377612478878526
146,2,4.0,-31.18,-15.4,1.1546997691003864
147,2,4.0,-30.78,-15.59,1.075373367076777
148,2,4.0,-30.38,-15.66,0.9996796551740961
149,3,6.0,-89.58,-14.25,-11.876603512914286
150,3,6.0,-89.18,-14.72,-12.292673101382224
151,3,6.0,-88.78,-15.41,-12.725943642154473
152,3,6.0,-88.38,-16.48,-13.177169657721471
153,3,6.0,-87.98,-17.27,-13.647135099654859
154,3,6.0,-87.58,-17.47,-14.13665367415513
155,3,6.0,-87.18,-17.65,-14.646569025320696
156,3,6.0,-86.78,-17.97,-15.17775474918926
157,3,6.0,-86.38,-18.44,-15.731114208011704
158,3,6.0,-85.98,-19.24,-16.307580110530793
159,3,6.0,-85.58,-19.94,-16.908113819452023
160,3,6.0,-85.18,-20.27,-17.53370434299971
161,3,6.0,-84.78,-20.94,-18.185366962213433
162,3,6.0,-84.38,-22.28,-18.864141440212272
163,3,6.0,-83.98,-23.36,-19.571089753835466
164,3,6.0,-83.58,-23.85,-20.30729328162782
165,3,6.0,-83.18,-24.56,-21.073849375659865
166,3,6.0,-82.78,-25.58,-21.87186723746909
167,3,6.0,-82.38,-26.62,-22.702463011036105
168,3,6.0,-81.98,-27.67,-23.566753998207297
169,3,6.0,-81.58,-28.5,-24.465851894103057
170,3,6.0,-81.18,-28.81,-25.400854932319906
171,3,6.0,-80.78,-29.3,-26.372838822060316
172,3,6.0,-80.38,-30.35,-27.382846351964645
173,3,6.0,-79.98,-31.57,-28.431875528835377
174,3,6.0,-79.58,-32.91,-29.520866113493323
175,3,6.0,-79.18,-34.15,-30.650684411544855
176,3,6.0,-78.78,-35.12,-31.822106174152115
177,3,6.0,-78.38,-36.45,-33.03579746324983
178,3,6.0,-77.98,-38.54,-34.292293338284566
179,3,6.0,-77.58,-40.54,-35.59197422750901
180,3,6.0,-77.18,-42.16,-36.93503985750721
181,3,6.0,-76.78,-43.7,-38.32148063080043
182,3,6.0,-76.38,-45.12,-39.751046363897935
183,3,6.0,-75.98,-46.32,-41.223212328635086
184,3,6.0,-75.58,-47.24,-42.737142579109005
185,3,6.0,-75.18,-48.16,-44.29165059642084
186,3,6.0,-74.78,-49.31,-45.88515734531959
187,3,6.0,-74.38,-50.92,-47.515646912141015
188,3,6.0,-73.98,-52.92,-49.180619983301064
189,3,6.0,-73.58,-54.95,-50.87704552988475
190,3,6.0,-73.18,-56.95,-52.60131118679566
191,3,6.0,-72.78,-59.12,-54.349172955656
192,3,6.0,-72.38,-61.66,-56.115705018731745
193,3,6.0,-71.98,-63.93,-57.895250625814164
194,3,6.0,-71.58,-65.49,-59.68137520514595
195,3,6.0,-71.18,-67.1,-61.46682304969773
196,3,6.0,-70.78,-69.0,-63.24347913666527
197,3,6.0,-70.38,-70.66,-65.00233784345934
198,3,6.0,-69.98,-71.95,-66.73348051988991
199,3,6.0,-69.58,-73.41,-68.42606405200732
200,3,6.0,-69.18,-75.3,-70.06832269636675
201,3,6.0,-68.78,-77.1,-71.64758555995839
202,3,6.0,-68.38,-78.49,-73.15031213647987
203,3,6.0,-67.98,-80.23,-74.56214826971627
204,3,6.0,-67.58,-82.91,-75.86800478615287
205,3,6.0,-67.18,-84.95,-77.05216081214037
206,3,6.0,-66.78,-85.71,-78.09839345816152
207,3,6.0,-66.38,-86.06,-78.99013511330011
208,3,6.0,-65.98,-86.23,-79.71065904803648
209,3,6.0,-65.58,-86.61,-80.24329338128466
210,3,6.0,-65.18,-87.43,-80.57166273633302
211,3,6.0,-64.78,-88.01,-80.67995610119091
212,3,6.0,-64.38,-87.85,-80.55321852920613
213,3,6.0,-63.98,-87.01,-80.17766336908969
214,3,6.0,-63.58,-85.68,-79.54100069839608
215,3,6.0,-63.18,-84.34,-78.632776543084
216,3,6.0,-62.78,-83.22,-77.4447162923686
217,3,6.0,-62.38,-81.65,-75.97106446080261
218,3,6.0,-61.98,-79.2,-74.20891162688775
219,3,6.0,-61.58,-76.89,-72.15849803519437
220,3,6.0,-61.18,-75.19,-69.82348207388969
221,3,6.0,-60.78,-72.86,-67.21116076574009
222,3,6.0,-60.38,-69.52,-64.33262871536313
223,3,6.0,-59.98,-66.16,-61.20286184987367
224,3,6.0,-59.58,-63.06,-57.84071299096368
225,3,6.0,-59.18,-59.49,-54.26880799317655
226,3,6.0,-58.78,-55.16,-50.51333399731843
227,3,6.0,-58.38,-50.45,-46.60371529381748
228,3,6.0,-57.98,-45.58,-42.572177252093695
229,3,6.0,-57.58,-40.49,-38.45320448952091
230,3,6.0,-57.18,-35.1,-34.28290554356375
231,3,6.0,-56.78,-29.9,-30.09830229745145
232,3,6.0,-56.38,-25.37,-25.936567776759816
233,3,6.0,-55.98,-21.58,-21.83424018098189
234,3,6.0,-55.58,-18.46,-17.826443708868506
235,3,6.0,-55.18,-14.97,-13.946147565005134
236,3,6.0,-54.78,-10.76,-10.223493334787765
237,3,6.0,-54.38,-6.6,-6.685217700741136
238,3,6.0,-53.98,-2.58,-3.354192445779089
239,3,6.0,-53.58,1.05,-0.24909722815551238
240,3,6.0,-53.18,3.74,2.6157667557462223
241,3,6.0,-52.78,5.65,5.230521764209789
242,3,6.0,-52.38,7.18,7.58962401779156
243,3,6.0,-51.98,8.18,9.691652979772329
244,3,6.0,-51.58,8.76,11.53899770561088
245,3,6.0,-51.18,9.44,13.137461964580572
246,3,6.0,-50.78,10.3,14.495811530057539
247,3,6.0,-50.38,11.23,15.62528710277213
248,3,6.0,-49.98,12.34,16.539104994477665
249,3,6.0,-49.58,12.91,17.251965266620186
250,3,6.0,-49.18,12.47,17.779583834598842
251,3,6.0,-48.78,11.96,18.13826145631743
252,3,6.0,-48.38,11.78,18.344498833577507
253,3,6.0,-47.98,11.34,18.414663521922677
254,3,6.0,-47.58,10.52,18.3647111624577
255,3,6.0,-47.18,9.55,18.209960843947986
256,3,6.0,-46.78,8.46,17.964922242219068
257,3,6.0,-46.38,7.67,17.64317057916988
258,3,6.0,-45.98,7.54,17.257264367551013
259,3,6.0,-45.58,7.24,16.81870030208997
260,3,6.0,-45.18,6.4,16.33789944787293
261,3,6.0,-44.78,5.24,15.82421897916508
262,3,6.0,-44.38,3.7,15.285984055534033
263,3,6.0,-43.98,2.64,14.730534911010873
264,3,6.0,-43.58,2.53,14.164284811949756
265,3,6.0,-43.18,2.34,13.5927851573634
266,3,6.0,-42.78,1.72,13.020794611539571
267,3,6.0,-42.38,0.86,12.452349743838845
268,3,6.0,-41.98,-0.22,11.890835185893057
269,3,6.0,-41.58,-1.38,11.339051790523593
270,3,6.0,-41.18,-2.6,10.799281686557654
271,3,6.0,-40.78,-3.76,10.273349467646307
272,3,6.0,-40.38,-4.82,9.762679036437167
273,3,6.0,-39.98,-5.78,9.268345852137022
274,3,6.0,-39.58,-6.61,8.791124506628108
275,3,6.0,-39.18,-7.6,8.331531688985837
276,3,6.0,-38.78,-8.96,7.889864696388732
277,3,6.0,-38.38,-9.87,7.46623571843511
278,3,6.0,-37.98,-9.97,7.060602166493855
279,3,6.0,-37.58,-9.85,6.672793345794278
280,3,6.0,-37.18,-9.65,6.302533778924992
281,3,6.0,-36.78,-9.44,5.949463489948391
282,3,6.0,-36.38,-9.34,5.6131555504011725
283,3,6.0,-35.98,-9.82,5.293131174963561
284,3,6.0,-35.58,-11.39,4.988872637579451
285,3,6.0,-35.18,-12.81,4.699834259451756
286,3,6.0,-34.78,-13.43,4.42545169973963
287,3,6.0,-34.38,-13.94,4.16514975937124
288,3,6.0,-33.98,-14.31,3.91834888787449
289,3,6.0,-33.58,-14.74,3.6844705638142816
290,3,6.0,-33.18,-15.39,3.4629417009729644
291,3,6.0,-32.78,-15.82,3.2531982153579673
292,3,6.0,-32.38,-15.83,3.054687872357368
293,3,6.0,-31.98,-15.7,2.8668725189854247
294,3,6.0,-31.58,-15.44,2.689229793254047
295,3,6.0,-31.18,-15.34,2.5212543909088683
296,3,6.0,-30.78,-15.71,2.3624589594344463
297,3,6.0,-30.38,-16.02,2.212374679870022
298,4,8.0,-89.58,-13.28,-12.652285731568414
299,4,8.0,-89.18,-14.07,-13.11445723366409
300,4,8.0,-88.78,-15.05,-13.596884545838472
301,4,8.0,-88.38,-16.23,-14.100537520777708
302,4,8.0,-87.98,-17.4,-14.626430669720609
303,4,8.0,-87.58,-18.42,-15.175624452213576
304,4,8.0,-87.18,-19.02,-15.74922645717876
305,4,8.0,-86.78,-19.28,-16.34839244342976
306,4,8.0,-86.38,-19.53,-16.974327202586974
307,4,8.0,-85.98,-19.76,-17.628285201554025
308,4,8.0,-85.58,-20.19,-18.311570955152153
309,4,8.0,-85.18,-21.23,-19.025539072075624
310,4,8.0,-84.78,-22.58,-19.77159390930022
311,4,8.0,-84.38,-23.92,-20.551188760683118
312,4,8.0,-83.98,-25.01,-21.36582449538174
313,4,8.0,-83.58,-25.51,-22.21704755050157
314,4,8.0,-83.18,-25.98,-23.106447169777482
315,4,8.0,-82.78,-26.77,-24.035651766652066
316,4,8.0,-82.38,-27.79,-25.006324275073588
317,4,8.0,-81.98,-29.08,-26.02015633532208
318,4,8.0,-81.58,-30.16,-27.07886114479069
319,4,8.0,-81.18,-30.81,-28.1841647850666
320,4,8.0,-80.78,-31.79,-29.337795817132957
321,4,8.0,-80.38,-33.22,-30.541472915770633
322,4,8.0,-79.98,-34.68,-31.796890293286566
323,4,8.0,-79.58,-36.15,-33.105700640837945
324,4,8.0,-79.18,-37.57,-34.46949529426713
325,4,8.0,-78.78,-38.92,-35.8897813105793
326,4,8.0,-78.38,-40.42,-37.367955121704824
327,4,8.0,-77.98,-42.32,-38.90527241546711
328,4,8.0,-77.58,-44.57,-40.502813880161895
329,4,8.0,-77.18,-47.05,-42.16144644115665
330,4,8.0,-76.78,-49.11,-43.88177961670813
331,4,8.0,-76.38,-50.55,-45.664116628236364
332,4,8.0,-75.98,-51.95,-47.50839992027894
333,4,8.0,-75.58,-53.45,-49.41415078038672
334,4,8.0,-75.18,-55.0,-51.38040280315074
335,4,8.0,-74.78,-56.79,-53.40562901951229
336,4,8.0,-74.38,-59.02,-55.48766261769635
337,4,8.0,-73.98,-61.62,-57.62361132064846
338,4,8.0,-73.58,-64.16,-59.80976566311901
339,4,8.0,-73.18,-66.43,-62.04150163526542
340,4,8.0,-72.78,-69.08,-64.31317843541045
341,4,8.0,-72.38,-72.55,-66.61803240784144
342,4,8.0,-71.98,-76.02,-68.9480686366444
343,4,8.0,-71.58,-79.03,-71.29395212604159
344,4,8.0,-71.18,-81.54,-73.64490102017082
345,4,8.0,-70.78,-83.63,-75.98858489521858
346,4,8.0,-70.38,-85.73,-78.31103178194644
347,4,8.0,-69.98,-87.88,-80.59654822699038
348,4,8.0,-69.58,-90.32,-82.8276573474685
349,4,8.0,-69.18,-93.09,-84.98506043600776
350,4,8.0,-68.78,-96.0,-87.04762818283146
351,4,8.0,-68.38,-98.99,-88.99242794059725
352,4,8.0,-67.98,-102.09,-90.79479360386723
353,4,8.0,-67.58,-105.1,-92.42844454730356
354,4,8.0,-67.18,-107.41,-93.86565961262711
355,4,8.0,-66.78,-108.57,-95.07751131904712
356,4,8.0,-66.38,-109.22,-96.03416428712755
357,4,8.0,-65.98,-109.91,-96.70524033693424
358,4,8.0,-65.58,-110.55,-97.06025090612734
359,4,8.0,-65.18,-111.17,-97.06909542185895
360,4,8.0,-64.78,-111.52,-96.70262215443748
361,4,8.0,-64.38,-111.06,-95.93324597747667
362,4,8.0,-63.98,-109.72,-94.7356154202506
363,4,8.0,-63.58,-107.49,-93.08731942608357
364,4,8.0,-63.18,-104.18,-90.96962225051102
365,4,8.0,-62.78,-100.16,-88.36821279723642
366,4,8.0,-62.38,-95.97,-85.27395220293788
367,4,8.0,-61.98,-91.71,-81.68360046072927
368,4,8.0,-61.58,-87.29,-77.60049922346985
369,4,8.0,-61.18,-82.7,-73.03518374116655
370,4,8.0,-60.78,-77.75,-68.00589250919107
371,4,8.0,-60.38,-72.05,-62.53893927664465
372,4,8.0,-59.98,-65.8,-56.668909488061146
373,4,8.0,-59.58,-59.15,-50.43864305096014
374,4,8.0,-59.18,-51.55,-43.89896853080939
375,4,8.0,-58.78,-43.03,-37.10816117899689
376,4,8.0,-58.38,-34.05,-30.131108791537404
377,4,8.0,-57.98,-24.88,-23.038184815541683
378,4,8.0,-57.58,-15.78,-15.903846251465104
379,4,8.0,-57.18,-6.94,-8.80499312943646
380,4,8.0,-56.78,1.45,-1.8191448305207982
381,4,8.0,-56.38,8.97,4.97749548472495
382,4,8.0,-55.98,15.37,11.512005062706459
383,4,8.0,-55.58,21.07,17.7166441475552
384,4,8.0,-55.18,26.47,23.530605684734958
385,4,8.0,-54.78,31.67,28.9015260908907
386,4,8.0,-54.38,36.9,33.78668273616468
387,4,8.0,-53.98,42.41,38.153821523723494
388,4,8.0,-53.58,47.33,41.98158060499699
389,4,8.0,-53.18,50.47,45.25950190818049
390,4,8.0,-52.78,51.9,47.987648232191624
391,4,8.0,-52.38,52.46,50.17586742886206
392,4,8.0,-51.98,52.62,51.8427642677605
393,4,8.0,-51.58,52.51,53.01445334771921
394,4,8.0,-51.18,52.27,53.72317227985886
395,4,8.0,-50.78,51.91,54.005833653016076
396,4,8.0,-50.38,51.43,53.90258803312179
397,4,8.0,-49.98,50.67,53.45545985951543
398,4,8.0,-49.58,49.24,52.70710511818848
399,4,8.0,-49.18,47.13,51.699725553757084
400,4,8.0,-48.78,44.76,50.47416019789789
401,4,8.0,-48.38,42.34,49.06916216027223
402,4,8.0,-47.98,39.69,47.52085767787067
403,4,8.0,-47.58,36.68,45.86237578879889
404,4,8.0,-47.18,34.01,44.12363084125748
405,4,8.0,-46.78,31.87,42.33123628325233
406,4,8.0,-46.38,29.8,40.50852653245879
407,4,8.0,-45.98,27.8,38.675663812675474
408,4,8.0,-45.58,25.72,36.84980822746184
409,4,8.0,-45.18,23.41,35.04533159410086
410,4,8.0,-44.78,20.92,33.274058299706624
411,4,8.0,-44.38,18.38,31.545519355206288
412,4,8.0,-43.98,16.31,29.867208677061075
413,4,8.0,-43.58,15.07,28.244833263178197
414,4,8.0,-43.18,13.78,26.682551253434305
415,4,8.0,-42.78,12.06,25.183193834128815
416,4,8.0,-42.38,10.19,23.748468554455986
417,4,8.0,-41.98,8.17,22.37914289203561
418,4,8.0,-41.58,6.24,21.075207869120185
419,4,8.0,-41.18,4.55,19.836022224487447
420,4,8.0,-40.78,3.01,18.6604381320074
421,4,8.0,-40.38,1.54,17.546909768886767
422,4,8.0,-39.98,0.11,16.4935862123948
423,4,8.0,-39.58,-1.29,15.498390217157693
424,4,8.0,-39.18,-2.72,14.55908442351371
425,4,8.0,-38.78,-4.17,13.673326493609824
426,4,8.0,-38.38,-5.51,12.838714583784489
427,4,8.0,-37.98,-6.4,12.052824452873203
428,4,8.0,-37.58,-6.84,11.313239387124966
429,4,8.0,-37.18,-7.14,10.617574000035903
430,4,8.0,-36.78,-7.42,9.963492846015457
431,4,8.0,-36.38,-7.73,9.3487246724975
432,4,8.0,-35.98,-8.39,8.77107302935519
433,4,8.0,-35.58,-9.72,8.228423857337535
434,4,8.0,-35.18,-11.19,7.718750590004636
435,4,8.0,-34.78,-12.38,7.240117225660675
436,4,8.0,-34.38,-13.32,6.7906797571393565
437,4,8.0,-33.98,-13.94,6.368686287109073
438,4,8.0,-33.58,-14.34,5.972476104295417
439,4,8.0,-33.18,-14.59,5.600477950809532
440,4,8.0,-32.78,-14.94,5.251207672125971
441,4,8.0,-32.38,-15.54,4.923265407963565
442,4,8.0,-31.98,-16.02,4.6153324542560155
443,4,8.0,-31.58,-16.13,4.326167902480764
444,4,8.0,-31.18,-15.98,4.054605142560187
445,4,8.0,-30.78,-15.58,3.7995482985060454
446,4,8.0,-30.38,-15.4,3.5599686521194265
447,5,10.0,-89.58,-14.78,-13.382860772300385
448,5,10.0,-89.18,-15.25,-13.890199268166912
449,5,10.0,-88.78,-15.99,-14.420946655205476
450,5,10.0,-88.38,-17.12,-14.976310785393673
451,5,10.0,-87.98,-18.4,-15.557562678326065
452,5,10.0,-87.58,-19.76,-16.16603918093355
453,5,10.0,-87.18,-20.66,-16.803145595258382
454,5,10.0,-86.78,-20.9,-17.470358240833782
455,5,10.0,-86.38,-21.16,-18.169226911174828
456,5,10.0,-85.98,-21.66,-18.901377175985775
457,5,10.0,-85.58,-22.13,-19.66851247159933
458,5,10.0,-85.18,-22.44,-20.472415911239164
459,5,10.0,-84.78,-23.23,-21.314951734812492
460,5,10.0,-84.38,-25.11,-22.19806630371845
461,5,10.0,-83.98,-26.72,-23.123788530252213
462,5,10.0,-83.58,-27.55,-24.094229612942733
463,5,10.0,-83.18,-28.49,-25.111581928468958
464,5,10.0,-82.78,-29.53,-26.178116907368743
465,5,10.0,-82.38,-30.6,-27.296181694355543
466,5,10.0,-81.98,-31.72,-28.468194364406372
467,5,10.0,-81.58,-32.79,-29.696637432672183
468,5,10.0,-81.18,-33.71,-30.984049359377607
469,5,10.0,-80.78,-34.92,-32.333013709957854
470,5,10.0,-80.38,-36.74,-33.74614558603238
471,5,10.0,-79.98,-38.59,-35.226074893464826
472,5,10.0,-79.58,-40.23,-36.77542596081715
473,5,10.0,-79.18,-41.83,-38.396792964258935
474,5,10.0,-78.78,-43.3,-40.09271055429426
475,5,10.0,-78.38,-44.93,-41.86561901616856
476,5,10.0,-77.98,-47.04,-43.71782322996871
477,5,10.0,-77.58,-49.74,-45.65144463068463
478,5,10.0,-77.18,-53.05,-47.66836530332447
479,5,10.0,-76.78,-55.87,-49.77016328811862
480,5,10.0,-76.38,-57.78,-51.95803811744788
481,5,10.0,-75.98,-59.46,-54.23272556623776
482,5,10.0,-75.58,-60.96,-56.594400575463396
483,5,10.0,-75.18,-62.75,-59.042567313209716
484,5,10.0,-74.78,-65.16,-61.57593537943933
485,5,10.0,-74.38,-67.98,-64.19228125072726
486,5,10.0,-73.98,-71.04,-66.88829421721432
487,5,10.0,-73.58,-74.24,-69.65940630290736
488,5,10.0,-73.18,-77.54,-72.49960600644388
489,5,10.0,-72.78,-81.29,-75.40123617758053
490,5,10.0,-72.38,-86.1,-78.35477698482498
491,5,10.0,-71.98,-90.95,-81.34861576291553
492,5,10.0,-71.58,-94.97,-84.36880658516068
493,5,10.0,-71.18,-98.29,-87.39882371226813
494,5,10.0,-70.78,-101.02,-90.4193146412753
495,5,10.0,-70.38,-103.83,-93.40786031504086
496,5,10.0,-69.98,-106.83,-96.3387521243588
497,5,10.0,-69.58,-110.11,-99.1827975741703
498,5,10.0,-69.18,-113.75,-101.90716877347839
499,5,10.0,-68.78,-117.49,-104.47531006854913
500,5,10.0,-68.38,-121.17,-106.84692293066946
501,5,10.0,-67.98,-124.92,-108.97804733770992
502,5,10.0,-67.58,-128.92,-110.82125902546235
503,5,10.0,-67.18,-132.46,-112.32600081031691
504,5,10.0,-66.78,-134.61,-113.4390634480247
505,5,10.0,-66.38,-135.27,-114.10522708506126
506,5,10.0,-65.98,-135.2,-114.26806838292363
507,5,10.0,-65.58,-134.98,-113.87093122083485
508,5,10.0,-65.18,-134.58,-112.8580511425588
509,5,10.0,-64.78,-133.61,-111.17581623876187
510,5,10.0,-64.38,-130.92,-108.77414082401586
511,5,10.0,-63.98,-126.23,-105.6079237850132
512,5,10.0,-63.58,-120.28,-101.63856115091023
513,5,10.0,-63.18,-113.49,-96.83548198990498
514,5,10.0,-62.78,-106.08,-91.17767724097963
515,5,10.0,-62.38,-97.67,-84.65519109070922
516,5,10.0,-61.98,-88.52,-77.27054232786507
517,5,10.0,-61.58,-79.34,-69.0400373452475
518,5,10.0,-61.18,-70.08,-59.99492651911746
519,5,10.0,-60.78,-60.48,-50.18234230147145
520,5,10.0,-60.38,-49.78,-39.66594277816562
521,5,10.0,-59.98,-37.74,-28.526172342905102
522,5,10.0,-59.58,-24.54,-16.860045939414217
523,5,10.0,-59.18,-10.13,-4.780369175761552
