LINE,EAST,NRTH,Bx,By,Bz,Bm
         05,-800.000000,550.000000,-1.515136,0.374008,-0.612817,0.962900
         05,-800.000000,500.000000,-1.625085,0.272852,-0.657764,0.914136
         05,-800.000000,450.000000,-1.723957,0.147071,-0.698078,0.838048
         05,-800.000000,400.000000,-1.805233,-0.003582,-0.730994,0.731732
         05,-800.000000,350.000000,-1.861755,-0.177610,-0.753462,0.593632
         05,-800.000000,300.000000,-1.886270,-0.371362,-0.762370,0.424143
         05,-800.000000,250.000000,-1.872183,-0.578782,-0.754875,0.226152
         05,-800.000000,200.000000,-1.814471,-0.791471,-0.728799,0.005360
         05,-800.000000,150.000000,-1.710601,-0.999133,-0.683044,-0.229747
         05,-800.000000,100.000000,-1.561287,-1.190432,-0.617927,-0.468384
         05,-800.000000,50.000000,-1.370874,-1.354198,-0.535364,-0.698418
         05,-800.000000,-0.000000,-1.147210,-1.480768,-0.438808,-0.907663
         05,-800.000000,-50.000000,-0.900946,-1.563221,-0.332945,-1.085311
         05,-800.000000,-100.000000,-0.644388,-1.598230,-0.223169,-1.223199
         05,-800.000000,-150.000000,-0.390095,-1.586355,-0.114957,-1.316665
         05,-800.000000,-200.000000,-0.149509,-1.531736,-0.013251,-1.364824
         05,-800.000000,-250.000000,0.068123,-1.441280,0.078007,-1.370271
         05,-800.000000,-300.000000,0.256383,-1.323578,0.156151,-1.338331
         05,-800.000000,-350.000000,0.411833,-1.187761,0.219833,-1.276063
         05,-800.000000,-400.000000,0.533757,-1.042526,0.268891,-1.191245
         05,-800.000000,-450.000000,0.623628,-0.895432,0.304100,-1.091505
         05,-800.000000,-500.000000,0.684459,-0.752514,0.326880,-0.983690
         05,-800.000000,-550.000000,0.720164,-0.618178,0.339006,-0.873503
         05,-800.000000,-600.000000,0.735018,-0.495291,0.342382,-0.765370
         05,-800.000000,-650.000000,0.733240,-0.385411,0.338857,-0.662473
         05,-800.000000,-700.000000,0.718723,-0.289057,0.330122,-0.566898
