X,Y,Z
-3201.72944816947,-1715.4722382671316,-133.83000000000004
-3114.1494481693953,-1709.0322382671293,-128.41999999999996
-3026.569448169321,-1701.7022382671712,-123.28999999999996
-2938.9894481692463,-1693.7822382671293,-117.48000000000002
-2850.4894481692463,-1686.4522382671712,-111.45000000000005
-2761.679448169656,-1679.4222382671433,-104.64999999999998
-2672.5594481695443,-1673.8822382671642,-97.33000000000004
-2582.5294481692836,-1669.8222382671665,-91.54999999999995
-2492.499448169954,-1666.9522382671712,-88.71000000000004
-2402.4694481696934,-1665.2622382671689,-89.11000000000001
-2313.049448169768,-1664.7622382671689,-92.71000000000004
-2224.5594481695443,-1666.052238267148,-99.17999999999995
-2137.299448169768,-1668.52223826712,-107.26999999999998
-2050.959448169917,-1671.5822382671176,-115.91999999999996
-1965.8494481695816,-1674.9422382671619,-124.5
-1881.6594481701031,-1678.592238267127,-132.45000000000005
-1798.3894481696188,-1682.5422382671386,-139.54999999999995
-1716.3494481695816,-1684.7122382671223,-146.87
-1635.2394481692463,-1685.3922382671735,-154.71000000000004
-1555.3494481695816,-1685.482238267141,-162.76
-1476.3794481698424,-1685.8622382671456,-171.02999999999997
-1398.3294481700286,-1686.5422382671386,-179.51
-1321.2094481699169,-1687.8122382671572,-188.03999999999996
-1245.0094481697306,-1689.0822382671176,-196.04999999999995
-1169.7294481694698,-1690.6422382671735,-203.11
-1095.0694481693208,-1692.5122382671689,-208.71000000000004
-1020.3994481693953,-1694.372238267155,-212.27999999999997
-945.7394481692463,-1696.8322382671176,-213.52999999999997
-870.7694481695071,-1699.2822382671293,-212.52999999999997
-795.7994481697679,-1702.0422382671386,-210.16999999999996
-720.2094481699169,-1704.7922382671386,-206.95000000000005
-644.6294481698424,-1707.842238267127,-204.12
-568.4294481696561,-1711.1922382671619,-202.14
-492.22944816946983,-1714.5422382671386,-200.10000000000002
-415.40944817010313,-1717.2922382671386,-197.33000000000004
-338.2894481699914,-1719.162238267134,-194.05999999999995
-260.2394481692463,-1719.5422382671386,-190.48000000000002
-181.57944817002863,-1719.0322382671293,-186.70000000000005
-102.60944816935807,-1717.9322382671526,-182.76999999999998
-23.02944816928357,-1716.232238267141,-178.71000000000004
57.17055182997137,-1713.9422382671619,-175.12
137.9805518304929,-1711.3622382671456,-172.38
219.4105518301949,-1708.1822382671526,-169.59000000000003
301.1505518304184,-1705.302238267148,-166.62
383.19055183045566,-1701.8222382671665,-163.89999999999998
465.8505518306047,-1698.6522382671246,-161.62
548.2005518302321,-1695.77223826712,-160.11
630.8605518303812,-1693.1822382671526,-159.71000000000004
713.5205518305302,-1691.1922382671619,-159.90999999999997
796.1805518306792,-1689.802238267148,-159.75
878.5305518303066,-1688.4022382671246,-158.27999999999997
961.1805518306792,-1687.302238267148,-155.30999999999995
1044.1505518304184,-1686.2022382671712,-152.39
1127.4205518299714,-1685.7022382671712,-150.82000000000005
1211.3005518298596,-1685.4922382671502,-149.48000000000002
1294.8805518299341,-1685.2922382671386,-147.37
1379.070551830344,-1684.7822382671293,-144.57000000000005
1463.2605518307537,-1683.982238267141,-141.39
1547.7605518307537,-1683.1822382671526,-138.33000000000004
1632.2605518307537,-1681.7922382671386,-135.76
1717.3805518299341,-1680.4022382671246,-132.75
1802.8005518298596,-1679.0022382671596,-128.95000000000005
1888.2205518307164,-1677.6122382671456,-124.92999999999995
1974.2605518307537,-1676.8122382671572,-121.04999999999995
2060.290551830083,-1676.6122382671456,-117.33000000000004
2146.9405518304557,-1676.7022382671712,-114.75999999999999
2233.590551829897,-1677.092238267127,-114.29999999999995
2320.2405518302694,-1677.482238267141,-115.16999999999996
2406.2805518303066,-1677.5722382671665,-116.58000000000004
2492.000551830046,-1677.372238267155,-118.42999999999995
2577.1205518301576,-1676.27223826712,-120.52999999999997
2661.930551830679,-1674.8822382671642,-122.50999999999999
2746.430551830679,-1672.8922382671735,-122.26999999999998
2830.930551830679,-1671.2022382671712,-119.16999999999996
2915.730551830493,-1669.5122382671689,-114.51999999999998
3001.160551830195,-1667.8222382671665,-109.44000000000005
3086.890551830642,-1666.7222382671316,-104.26999999999998
3173.230551830493,-1666.8222382671665,-98.45000000000005
3260.180551830679,-1667.802238267148,-91.86000000000001
3347.4405518304557,-1670.27223826712,-85.32000000000005
3435.0105518307537,-1673.6322382671642,-79.5
3523.1905518304557,-1677.8922382671735,-74.66000000000003
3611.380551829934,-1682.1422382671735,-71.20999999999998
3700.1705518299714,-1686.6922382671619,-69.83999999999997
3788.660551830195,-1690.9422382671619,-69.49000000000001
3877.4605518300086,-1694.6022382671363,-67.94999999999999
3965.9405518304557,-1698.5622382671572,-65.38
4054.430551830679,-1702.2222382671316,-63.379999999999995
4143.230551830493,-1705.8822382671642,-62.52999999999997
4074.3705518301576,-1162.552238267148,-53.06999999999999
3996.9405518304557,-1160.3922382671735,-56.31999999999999
3919.820551830344,-1158.232238267141,-59.69
3843.3105518305674,-1156.6722382671433,-63.44
3766.8005518298596,-1155.4022382671246,-67.75999999999999
3691.2105518300086,-1154.1322382671642,-73.79000000000002
3616.2405518302694,-1154.3522382671363,-79.79000000000002
3541.880551829934,-1154.5722382671665,-87.28999999999996
3468.4405518304557,-1155.3822382671642,-95.45000000000005
3395.6205518301576,-1156.4922382671502,-103.07000000000005
3323.410551830195,-1157.9022382671246,-109.49000000000001
3251.8105518305674,-1159.0122382671689,-114.76999999999998
3180.8305518301204,-1160.4222382671433,-120.36000000000001
3110.160551830195,-1161.5422382671386,-125.58000000000004
3039.8005518298596,-1162.6522382671246,-130.21000000000004
2969.7405518302694,-1163.4722382671316,-134.24
2899.9905518302694,-1164.2922382671386,-137.82000000000005
2830.2405518302694,-1165.4022382671246,-142.33000000000004
2760.790551830083,-1166.8122382671572,-146.17999999999995
2691.6505518304184,-1168.8222382671665,-150.02999999999997
2622.820551830344,-1170.8322382671176,-153.52999999999997
2553.6905518304557,-1173.4322382671526,-156.28999999999996
2485.160551830195,-1176.3222382671665,-158.27999999999997
2416.02055183053,-1179.8122382671572,-160.17999999999995
2346.880551829934,-1183.6022382671363,-161.64
2277.750551830046,-1187.3922382671735,-160.27999999999997
2207.680551830679,-1190.5822382671176,-157.64999999999998
2137.0105518307537,-1192.592238267127,-155.05999999999995
2065.4205518299714,-1193.7022382671712,-151.53999999999996
1993.5205518305302,-1193.0322382671293,-147.5
1920.390551830642,-1190.872238267155,-143.70000000000005
1846.9605518300086,-1187.232238267141,-140.57000000000005
1773.2205518307164,-1183.0022382671596,-138.37
1698.8605518303812,-1177.5722382671665,-137.24
1624.2005518302321,-1171.2622382671689,-137.01
1549.5405518300831,-1164.9422382671619,-138.37
1474.8805518299341,-1158.6322382671642,-140.86
1399.9205518299714,-1152.912238267134,-141.51
1324.640551830642,-1147.482238267141,-140.44000000000005
1249.0605518305674,-1142.0622382671572,-138.87
1172.8605518303812,-1138.7122382671223,-138.13
1096.3505518306047,-1137.1422382671735,-137.58000000000004
1019.5405518300831,-1136.7622382671689,-137.52999999999997
942.7205518307164,-1137.872238267155,-137.66999999999996
865.9005518304184,-1139.5722382671665,-137.84000000000003
789.0805518301204,-1142.4622382671223,-138.04999999999995
712.5705518303439,-1145.6522382671246,-138.69000000000005
636.3605518303812,-1150.912238267134,-141.98000000000002
560.7605518307537,-1157.372238267155,-144.32000000000005
485.1705518299714,-1163.232238267141,-145.62
409.5705518303439,-1169.6822382671526,-145.72000000000003
333.9805518304929,-1175.842238267127,-145.13
258.3905518306419,-1181.1022382671363,-145.01999999999998
182.4905518302694,-1184.8822382671642,-144.83000000000004
106.28055183030665,-1187.4722382671316,-143.70000000000005
29.770551830530167,-1189.4722382671316,-141.65999999999997
-47.359448169358075,-1190.8822382671642,-139.20000000000005
-124.47944816946983,-1191.092238267127,-137.57000000000005
-201.90944817010313,-1189.8222382671665,-138.66999999999996
-278.4194481698796,-1187.372238267155,-142.78999999999996
-353.9994481699541,-1184.3222382671665,-148.91999999999996
-428.6694481698796,-1181.27223826712,-156.42999999999995
-502.40944817010313,-1178.2222382671316,-164.59000000000003
-575.5394481699914,-1176.0622382671572,-172.77999999999997
-647.7394481692463,-1174.802238267148,-180.38
-719.3394481698051,-1173.5422382671386,-186.34000000000003
-790.6194481700659,-1173.162238267134,-191.15999999999997
-861.9094481701031,-1172.4922382671502,-194.74
-932.8894481696188,-1172.122238267155,-196.38
-1004.1694481698796,-1172.342238267127,-196.15999999999997
-1075.769448169507,-1173.162238267134,-195.08000000000004
-1147.9794481694698,-1174.872238267155,-189.88
-1221.4194481698796,-1176.872238267155,-183.76999999999998
-1295.7794481692836,-1179.162238267134,-176.62
-1370.7494481699541,-1181.7622382671689,-169.40999999999997
-1447.269448169507,-1184.6422382671735,-162.62
-1524.3894481696188,-1187.5322382671293,-155.53999999999996
-1602.7494481699541,-1189.8322382671176,-148.90999999999997
-1682.339448169805,-1191.8222382671665,-142.38
-1762.5294481692836,-1193.8122382671572,-136.03999999999996
-1843.6594481701031,-1195.5122382671689,-128.80999999999995
-1925.0794481700286,-1196.912238267134,-120.70000000000005
-2007.1194481700659,-1197.4222382671433,-113.75
-2090.089448169805,-1197.3322382671176,-107.66999999999996
-2173.359448169358,-1196.052238267148,-102.74000000000001
-2256.929448169656,-1194.7822382671293,-98.46000000000004
-2340.8094481695443,-1193.2022382671712,-94.66999999999996
-2424.6994481701404,-1191.3322382671176,-91.07000000000005
-2508.889448169619,-1189.4622382671223,-87.07000000000005
-2593.0794481700286,-1187.592238267127,-86.19000000000005
-2677.269448169507,-1186.3122382671572,-86.51999999999998
-2760.839448169805,-1184.7422382671502,-87.16999999999996
-2844.4194481698796,-1183.7622382671689,-87.61000000000001
-2927.3794481698424,-1182.7822382671293,-88.63
-3010.0394481699914,-1182.4022382671246,-92.65999999999997
-3091.769448169507,-1182.6122382671456,-99.50999999999999
-3172.5794481700286,-1183.412238267134,-106.62
-3252.7794481692836,-1185.412238267134,-113.50999999999999
-3332.369448170066,-1187.4022382671246,-119.91999999999996
-3411.339448169805,-1189.6922382671619,-125.88
-3489.6894481694326,-1191.9922382671502,-131.77999999999997
-3567.429448169656,-1194.2822382671293,-138.19000000000005
-3644.5594481695443,-1195.6822382671526,-144.63
-3721.069448169321,-1196.7922382671386,-150.75
-3796.9694481696934,-1197.0122382671689,-156.70000000000005
-3872.249448169954,-1196.3322382671176,-162.86
-3946.909448170103,-1194.77223826712,-169.70000000000005
-4020.3494481695816,-1192.6122382671456,-175.11
-4093.7794481692836,-1190.162238267134,-179.87
-4129.189448169433,-671.4222382671433,-169.36
-4041.3094481695443,-670.6222382671549,-164.69000000000005
-3953.119448170066,-670.412238267134,-158.98000000000002
-3864.9394481694326,-670.5122382671689,-152.74
-3776.139448169619,-670.6022382671363,-146.26
-3687.339448169805,-670.6922382671619,-139.55999999999995
-3597.9194481698796,-671.0822382671176,-132.67999999999995
-3508.1994481701404,-671.77223826712,-126.16999999999996
-3418.1694481698796,-672.4522382671712,-120.42999999999995
-3327.8294481700286,-672.5522382671479,-115.64999999999998
-3237.499448169954,-672.9422382671619,-112.04999999999995
-3146.8494481695816,-673.3322382671176,-110.00999999999999
-3056.519448169507,-674.6122382671456,-109.61000000000001
-2966.179448169656,-676.1922382671619,-110.08000000000004
-2876.1494481693953,-678.0622382671572,-110.42999999999995
-2786.7394481692463,-679.6422382671735,-109.94000000000005
-2697.3294481700286,-681.5122382671689,-108.86000000000001
-2608.2194481696934,-683.092238267127,-107.59000000000003
-2519.4194481698796,-685.2622382671689,-105.32000000000005
-2430.619448170066,-686.842238267127,-101.86000000000001
-2342.1294481698424,-688.7122382671223,-98.05999999999995
-2253.3294481700286,-689.6922382671619,-94.79999999999995
-2164.839448169805,-689.7822382671293,-92.38999999999999
-2076.6494481693953,-688.3922382671735,-90.35000000000002
-1988.1494481693953,-686.4022382671246,-88.51999999999998
-1900.269448169507,-683.2322382671409,-87.38999999999999
-1812.6994481701404,-679.7622382671689,-86.13999999999999
-1724.8094481695443,-675.9922382671502,-85.35000000000002
-1637.5394481699914,-671.6222382671549,-85.22000000000003
-1550.5794481700286,-667.5522382671479,-85.90999999999997
-1464.2394481692463,-664.6722382671433,-89.37
-1378.8194481693208,-663.5722382671665,-96.17999999999995
-1294.6194481700659,-663.3722382671549,-103.76999999999998
-1211.3494481695816,-663.7522382671596,-110.75
-1128.6994481701404,-664.4322382671526,-117.21000000000004
-1047.2794481692836,-665.7022382671712,-123.89999999999998
-966.7694481695071,-667.5622382671572,-130.51999999999998
-886.5794481700286,-670.02223826712,-136.64999999999998
-807.3094481695443,-673.3722382671549,-141.46000000000004
-728.3394481698051,-676.7222382671316,-144.88
-649.6794481696561,-680.662238267134,-146.59000000000003
-571.0294481692836,-684.6022382671363,-145.85000000000002
-491.7594481697306,-688.5522382671479,-141.84000000000003
-411.8694481700659,-692.4922382671502,-134.59000000000003
-331.05944816954434,-695.842238267127,-125.42999999999995
-249.63944816961884,-698.8922382671735,-114.42999999999995
-167.28944816999137,-701.3522382671363,-101.86000000000001
-83.40944817010313,-702.6322382671642,-89.71000000000004
1.7005518302321434,-702.1222382671549,-81.18
87.43055183067918,-699.8322382671176,-75.93
173.1605518301949,-696.0622382671572,-73.69
258.59055182989687,-691.4022382671246,-73.88
344.02055183053017,-686.1422382671735,-76.01999999999998
428.52055183053017,-679.9922382671502,-79.76999999999998
512.4105518301949,-674.1422382671735,-83.55999999999995
595.9905518302694,-667.9922382671502,-85.17999999999995
679.5805518301204,-662.1422382671735,-85.23000000000002
762.8505518306047,-656.5822382671176,-84.45000000000005
846.4405518304557,-651.3222382671665,-83.23000000000002
929.7105518300086,-646.0622382671572,-81.75999999999999
1013.2905518300831,-640.8022382671479,-80.61000000000001
1096.8705518301576,-635.842238267127,-80.07999999999998
1180.4605518300086,-631.1722382671433,-80.05000000000001
1264.0405518300831,-626.8122382671572,-80.07
1347.6205518301576,-622.4422382671619,-79.43
1431.2005518302321,-618.662238267134,-77.30000000000001
1515.0905518298969,-616.9722382671316,-74.29000000000002
1598.660551830195,-618.5422382671386,-72.16000000000003
1682.8505518306047,-622.4922382671502,-69.57999999999998
1766.730551830493,-627.3222382671665,-66.98000000000002
1850.910551830195,-633.0522382671479,-64.72000000000003
1935.410551830195,-639.0822382671176,-62.30000000000001
2019.9005518304184,-644.8122382671572,-58.98000000000002
2105.0105518307537,-650.5422382671386,-55.49000000000001
2190.110551830381,-656.5722382671665,-52.69
2275.5305518303066,-662.3022382671479,-50.910000000000025
2360.3305518301204,-668.6222382671549,-51.410000000000025
2445.130551829934,-675.2422382671502,-54.329999999999984
2529.3105518305674,-682.4622382671223,-56.27999999999997
2613.1905518304557,-689.6722382671433,-57.170000000000016
2696.450551830232,-697.4822382671409,-58.31999999999999
2779.7105518300086,-705.592238267127,-59.01999999999998
2862.660551830195,-713.6922382671619,-58.25
2945.930551830679,-720.3122382671572,-56.76999999999998
3029.1905518304557,-725.1522382671246,-56.579999999999984
3112.1505518304184,-728.5022382671596,-56.160000000000025
3195.110551830381,-730.0722382671665,-56.089999999999975
3278.380551829934,-730.162238267134,-56.35000000000002
3361.340551829897,-729.0622382671572,-56.48000000000002
3444.000551830046,-727.3622382671456,-55.98000000000002
3526.9705518307164,-724.1822382671526,-55.55000000000001
3609.6205518301576,-720.7022382671712,-56.329999999999984
3691.980551830493,-716.3322382671176,-57.19
3774.02055183053,-711.662238267134,-58.24000000000001
3856.070551830344,-706.1022382671363,-59.51999999999998
3937.500551830046,-700.2522382671596,-60.98000000000002
4018.6205518301576,-693.5022382671596,-62.829999999999984
4099.440551830456,-686.4622382671223,-64.22000000000003
4119.630551829934,-170.25223826715956,-46.56999999999999
4045.2805518303066,-169.8822382671642,-45.45999999999998
3970.610551830381,-170.40223826712463,-44.79000000000002
3895.640551830642,-170.92223826714326,-44.410000000000025
3820.660551830195,-171.73223826714093,-43.75
3745.6905518304557,-172.85223826713627,-42.80000000000001
3670.410551830195,-174.26223826716887,-42.20999999999998
3595.430551830679,-175.9622382671223,-41.49000000000001
3520.4605518300086,-178.26223826716887,-40.839999999999975
3445.1705518299714,-180.86223826714559,-40.45999999999998
3370.500551830046,-183.4622382671223,-40.20999999999998
3295.5305518303066,-186.06223826715723,-39.910000000000025
3220.5505518298596,-188.65223826712463,-39.44999999999999
3145.5805518301204,-190.9522382671712,-39.160000000000025
3070.6005518306047,-192.9622382671223,-39.139999999999986
2995.630551829934,-194.66223826713394,-39.18000000000001
2920.6505518304184,-196.07223826716654,-39.139999999999986
2845.680551830679,-197.18223826715257,-38.920000000000016
2770.090551829897,-198.00223826715956,-38.35000000000002
2694.8105518305674,-198.52223826711997,-37.02999999999997
2618.910551830195,-198.44223826716188,-35.31999999999999
2542.7105518300086,-197.77223826711997,-33.10000000000002
2466.200551830232,-197.40223826712463,-30.819999999999993
2389.380551829934,-197.02223826711997,-29.379999999999995
2312.570551830344,-196.0522382671479,-29.310000000000002
2236.0605518305674,-195.08223826711765,-30.439999999999998
2159.2405518302694,-194.1222382671549,-32.379999999999995
2082.7405518302694,-193.15223826712463,-34.370000000000005
2006.5305518303066,-192.18223826715257,-36.14999999999998
1930.3305518301204,-190.91223826713394,-37.879999999999995
1854.1305518299341,-189.65223826712463,-39.639999999999986
1778.2405518302694,-187.7922382671386,-41.30000000000001
1702.3405518298969,-185.93223826715257,-42.54000000000002
1626.4505518302321,-183.7822382671293,-43.329999999999984
1550.2505518300459,-181.32223826716654,-43.74000000000001
1474.3605518303812,-179.17223826714326,-43.94
1398.4705518307164,-176.42223826714326,-44.26999999999998
1322.8805518299341,-174.56223826715723,-46.06999999999999
1247.6005518306047,-173.3022382671479,-48.45999999999998
1172.320551830344,-172.6322382671642,-50.629999999999995
1097.6505518304184,-173.14223826717352,-52.579999999999984
1023.2905518300831,-173.9622382671223,-54.47000000000003
948.9305518306792,-175.67223826714326,-56.360000000000014
874.8805518299341,-178.56223826715723,-58.20999999999998
801.1305518299341,-182.0522382671479,-59.860000000000014
727.6905518304557,-185.5422382671386,-61.93000000000001
654.5605518305674,-189.0322382671293,-64.57
581.4205518299714,-191.93223826715257,-67.38999999999999
508.9105518301949,-194.5322382671293,-69.95999999999998
436.0805518301204,-196.5322382671293,-71.74000000000001
363.5705518303439,-197.94223826716188,-72.18
290.7405518302694,-199.06223826715723,-71.63
217.61055183038116,-200.17223826714326,-70.77999999999997
144.4805518304929,-201.2922382671386,-70.06
71.04055183008313,-202.40223826712463,-69.36000000000001
-2.3994481693953276,-203.51223826716887,-67.10000000000002
-76.44944817014039,-204.6322382671642,-63.73000000000002
-150.49944816995412,-205.74223826715024,-61.44
-224.85944816935807,-206.26223826716887,-61.29000000000002
-298.90944817010313,-205.8822382671642,-62.81999999999999
-372.95944816991687,-205.22223826713162,-64.69999999999999
-446.70944816991687,-204.25223826715956,-66.87
-519.5294481692836,-203.58223826711765,-71.10000000000002
-591.7394481692463,-202.6222382671549,-76.85000000000002
-663.6394481696188,-201.66223826713394,-82.25
-735.2294481694698,-200.69223826716188,-85.97000000000003
-806.8194481693208,-199.43223826715257,-87.92999999999995
-878.1094481693581,-197.8722382671549,-88.75999999999999
-949.9994481699541,-195.72223826713162,-88.76999999999998
-1021.8994481693953,-193.8722382671549,-88.85000000000002
-1094.109448169358,-192.31223826715723,-89.10000000000002
-1166.3194481693208,-190.75223826715956,-89.19000000000005
-1238.8294481700286,-189.7922382671386,-89.25999999999999
-1311.3494481695816,-189.42223826714326,-88.92999999999995
-1383.859448169358,-189.0522382671479,-88.05999999999995
-1456.679448169656,-189.27223826711997,-87.13999999999999
-1529.8094481695443,-189.49223826715024,-86.28999999999996
-1603.2494481699541,-189.72223826713162,-85.44000000000005
-1676.6894481694326,-190.24223826715024,-84.85000000000002
-1750.7394481692463,-190.4622382671223,-83.98000000000002
-1825.0994481695816,-190.3822382671642,-83.38999999999999
-1899.4594481699169,-190.01223826716887,-83.42999999999995
-1974.1294481698424,-189.34223826712696,-83.94000000000005
-2048.7894481699914,-188.3822382671642,-84.5
-2123.7594481697306,-187.41223826713394,-84.55999999999995
-2198.7394481692463,-186.15223826712463,-84.40999999999997
-2274.319448169321,-185.18223826715257,-84.11000000000001
-2350.2194481696934,-183.91223826713394,-83.82000000000005
-2426.109448169358,-183.24223826715024,-83.64999999999998
-2502.619448170066,-182.57223826716654,-82.85000000000002
-2579.749448169954,-182.49223826715024,-79.81
-2657.179448169656,-182.41223826713394,-76.27999999999997
-2735.5294481692836,-182.6322382671642,-72.94
-2814.1894481694326,-183.15223826712463,-69.56
-2893.4694481696934,-183.66223826713394,-65.82999999999998
-2973.359448169358,-184.77223826711997,-61.95999999999998
-3053.5594481695443,-185.8722382671549,-59.25
-3134.0594481695443,-187.8722382671549,-58.50999999999999
-3214.8794481698424,-190.16223826713394,-59.360000000000014
-3295.6894481694326,-192.4622382671223,-61.079999999999984
-3376.1994481701404,-195.0522382671479,-62.77999999999997
-3456.709448169917,-197.64223826717352,-64.50999999999999
-3536.909448170103,-200.23223826714093,-68.17000000000002
-3616.4894481692463,-202.23223826714093,-74.0
-3695.459448169917,-203.34223826712696,-81.07999999999998
-3773.1994481701404,-204.15223826712463,-89.01999999999998
-3850.6294481698424,-204.66223826713394,-97.26999999999998
-3926.839448169805,-205.18223826715257,-105.20000000000005
-4002.72944816947,-205.40223826712463,-112.57000000000005
-4078.0094481697306,-205.0322382671293,-119.22000000000003
-4143.249448169954,312.5477617328288,-107.95000000000005
-4048.609448169358,313.6477617328637,-104.49000000000001
-3953.9694481696934,315.0377617328777,-101.32000000000005
-3859.3294481700286,317.01776173285907,-98.35000000000002
-3764.999448169954,318.7077617328614,-95.51999999999998
-3670.659448170103,320.3977617328637,-92.85000000000002
-3576.639448169619,321.7877617328777,-90.28999999999996
-3482.299448169768,322.58776173286606,-87.77999999999997
-3388.2794481692836,322.1977617328521,-85.30999999999995
-3294.5594481695443,321.50776173284976,-82.77999999999997
-3200.5394481699914,319.92776173283346,-80.22000000000003
-3106.8294481700286,317.75776173284976,-77.61000000000001
-3013.109448169358,315.58776173286606,-74.93
-2919.3994481693953,312.82776173285674,-72.22000000000003
-2825.9894481692463,310.3577617328265,-69.47000000000003
-2732.5794481700286,308.1877617328428,-66.77999999999997
-2639.1694481698796,306.3077617328381,-64.27999999999997
-2545.769448169507,304.73776173283113,-62.170000000000016
-2452.359448169358,303.74776173284044,-60.52999999999997
-2359.5594481695443,303.06776173284743,-59.370000000000005
-2266.459448169917,302.67776173283346,-58.620000000000005
-2173.9694481696934,302.58776173286606,-58.120000000000005
-2081.47944816947,302.7877617328777,-57.75
-1989.609448169358,303.2977617328288,-57.45999999999998
-1898.0394481699914,304.3877617328544,-57.170000000000016
-1806.7794481692836,305.7877617328777,-56.94
-1715.519448169507,307.17776173283346,-56.79000000000002
-1624.8794481698424,309.16776173288235,-56.93000000000001
-1534.5394481699914,310.8577617328265,-57.589999999999975
-1444.5094481697306,312.84776173287537,-59.10000000000002
-1355.089448169805,314.24776173284044,-61.589999999999975
-1266.589448169805,315.6477617328637,-64.83999999999997
-1178.4094481701031,317.0377617328777,-68.56
-1091.1394481696188,318.4377617328428,-72.16000000000003
-1004.4894481692463,319.5377617328777,-75.31
-918.1494481693953,320.6477617328637,-77.81
-832.1094481693581,321.4477617328521,-79.50999999999999
-746.6894481694326,321.65776173287304,-80.42000000000002
-661.2694481695071,321.8777617328451,-80.55000000000001
-575.8494481695816,321.49776173284044,-80.07
-490.7394481692463,321.1077617328265,-79.24000000000001
-405.9294481696561,321.0277617328684,-78.16000000000003
-320.8194481693208,320.6477617328637,-76.88999999999999
-235.69944817014039,320.56776173284743,-75.41000000000003
-150.5894481698051,320.17776173283346,-73.75
-65.47944816946983,319.7977617328288,-72.0
19.94055183045566,319.41776173288235,-70.27999999999997
105.05055182985961,318.4477617328521,-68.64999999999998
190.47055183071643,317.4677617328707,-67.14999999999998
275.59055182989687,316.1977617328521,-65.79000000000002
361.0105518307537,314.6277617328451,-64.62
446.12055183015764,313.0577617328381,-63.68000000000001
531.2305518304929,311.1977617328521,-62.99000000000001
616.3405518298969,309.6277617328451,-62.610000000000014
701.1405518306419,308.0577617328381,-62.56
785.9505518302321,306.7877617328777,-62.839999999999975
870.4505518302321,305.8077617328381,-63.389999999999986
954.9405518304557,304.83776173286606,-64.05000000000001
1039.140551830642,304.15776173287304,-64.73000000000002
1123.3305518301204,303.7777617328684,-65.38
1207.2105518300086,303.6977617328521,-65.91000000000003
1291.0905518298969,303.90776173287304,-66.27999999999997
1374.6705518299714,304.7177617328707,-66.44999999999999
1458.5605518305674,305.82776173285674,-66.33999999999997
1542.140551830642,307.22776173288,-65.79000000000002
1625.7105518300086,308.6277617328451,-64.64999999999998
1709.6005518306047,310.6277617328451,-62.79000000000002
1793.7905518300831,312.91776173288235,-60.160000000000025
1877.9905518302694,315.50776173284976,-56.829999999999984
1962.4905518302694,317.7977617328288,-53.00999999999999
2047.3005518298596,319.7977617328288,-48.93000000000001
2132.7205518307164,321.48776173283113,-44.839999999999975
2218.450551830232,322.59776173287537,-40.93000000000001
2304.480551830493,323.1077617328265,-37.31999999999999
2390.8305518301204,323.01776173285907,-34.02999999999997
2477.1705518299714,322.33776173286606,-31.069999999999993
2564.1205518301576,321.3677617328358,-28.430000000000007
2651.0805518301204,320.3877617328544,-26.25999999999999
2738.0305518303066,319.1077617328265,-24.720000000000027
2824.680551830679,317.5377617328777,-23.939999999999998
2911.3305518301204,315.9677617328707,-24.019999999999982
2997.980551830493,314.1077617328265,-24.839999999999975
3084.320551830344,312.23776173283113,-26.230000000000018
3170.3505518306047,310.3677617328358,-27.910000000000025
3256.0805518301204,308.50776173284976,-29.629999999999995
3341.500551830046,306.9377617328428,-31.029999999999973
3426.910551830195,305.3677617328358,-31.879999999999995
3511.7205518307164,304.09776173287537,-32.110000000000014
3596.8305518301204,302.81776173284743,-31.870000000000005
3681.3305518301204,301.84776173287537,-31.370000000000005
3766.130551829934,300.8677617328358,-30.819999999999993
3850.320551830344,300.1977617328521,-30.420000000000016
3934.820551830344,299.81776173284743,-30.189999999999998
4018.7105518300086,299.72776173288,-30.170000000000016
4102.900551830418,300.23776173283113,-30.220000000000027
4111.360551830381,781.9977617328404,-13.70999999999998
4032.700551830232,783.2677617328591,-15.139999999999986
3954.3505518306047,785.4177617328824,-17.410000000000025
3876.610551830381,787.8677617328358,-20.329999999999984
3798.570551830344,790.9177617328824,-23.19999999999999
3721.450551830232,793.6677617328824,-25.50999999999999
3644.320551830344,796.407761732873,-27.649999999999977
3567.200551830232,799.157761732873,-29.889999999999986
3490.390551830642,801.6077617328265,-31.939999999999998
3413.880551829934,804.3577617328265,-33.360000000000014
3337.3705518301576,806.5077617328498,-34.30000000000001
3260.8705518301576,808.657761732873,-35.25999999999999
3184.6705518299714,810.8177617328474,-36.160000000000025
3108.160551830195,812.6677617328824,-36.55000000000001
3031.6505518304184,814.5277617328684,-36.23000000000002
2955.140551830642,816.087761732866,-35.64999999999998
2878.630551829934,816.7577617328498,-35.51999999999998
2801.820551830344,816.8277617328567,-36.10000000000002
2725.3105518305674,816.0077617328498,-37.18000000000001
2648.790551830083,814.2977617328288,-38.56
2572.590551829897,811.9977617328404,-40.06999999999999
2496.390551830642,809.3977617328637,-41.49000000000001
2420.180551830679,806.5077617328498,-42.76999999999998
2344.2805518303066,803.3077617328381,-44.06999999999999
2268.6905518304557,800.1177617328358,-45.31
2192.790551830083,796.9177617328824,-46.44999999999999
2117.200551830232,794.3177617328474,-47.610000000000014
2041.3105518305674,792.3177617328474,-48.670000000000016
1965.7205518307164,791.1977617328521,-49.52999999999997
1890.1305518299341,790.6777617328335,-50.30000000000001
1814.5405518300831,791.0477617328288,-51.089999999999975
1738.9505518302321,792.0177617328591,-51.75
